load_dt (UTC);map_code;load_nature;load_power (MW);commodity;load_power (GW)
2018-03-30 20:00:00+00:00;FR;load_nature_forecast D-1;60300.0;EL;60.3
2018-03-30 20:00:00+00:00;FR;load_nature_observation;61789.0;EL;61.789
2018-03-30 20:15:00+00:00;FR;load_nature_forecast D-0;60200.0;EL;60.2
2018-03-30 20:15:00+00:00;FR;load_nature_forecast D-1;60800.0;EL;60.8
2018-03-30 20:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-30 20:30:00+00:00;FR;load_nature_forecast D-0;60700.0;EL;60.7
2018-03-30 20:30:00+00:00;FR;load_nature_forecast D-1;61300.0;EL;61.3
2018-03-30 20:30:00+00:00;FR;load_nature_observation;62081.0;EL;62.081
2018-03-30 20:45:00+00:00;FR;load_nature_forecast D-0;62050.0;EL;62.05
2018-03-30 20:45:00+00:00;FR;load_nature_forecast D-1;62650.0;EL;62.65
2018-03-30 20:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-30 21:00:00+00:00;FR;load_nature_forecast D-0;63400.0;EL;63.4
2018-03-30 21:00:00+00:00;FR;load_nature_forecast D-1;64000.0;EL;64.0
2018-03-30 21:00:00+00:00;FR;load_nature_observation;64926.0;EL;64.926
2018-03-30 21:15:00+00:00;FR;load_nature_forecast D-0;62950.0;EL;62.95
2018-03-30 21:15:00+00:00;FR;load_nature_forecast D-1;63550.0;EL;63.55
2018-03-30 21:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-30 21:30:00+00:00;FR;load_nature_forecast D-0;62500.0;EL;62.5
2018-03-30 21:30:00+00:00;FR;load_nature_forecast D-1;63100.0;EL;63.1
2018-03-30 21:30:00+00:00;FR;load_nature_observation;64168.0;EL;64.168
2018-03-30 21:45:00+00:00;FR;load_nature_forecast D-0;62000.0;EL;62.0
2018-03-30 21:45:00+00:00;FR;load_nature_forecast D-1;62300.0;EL;62.3
2018-03-30 21:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-30 22:00:00+00:00;FR;load_nature_forecast D-0;62300.0;EL;62.3
2018-03-30 22:00:00+00:00;FR;load_nature_forecast D-1;61500.0;EL;61.5
2018-03-30 22:00:00+00:00;FR;load_nature_observation;64182.0;EL;64.182
2018-03-30 22:15:00+00:00;FR;load_nature_forecast D-0;61500.0;EL;61.5
2018-03-30 22:15:00+00:00;FR;load_nature_forecast D-1;60300.0;EL;60.3
2018-03-30 22:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-30 22:30:00+00:00;FR;load_nature_forecast D-0;60700.0;EL;60.7
2018-03-30 22:30:00+00:00;FR;load_nature_forecast D-1;59100.0;EL;59.1
2018-03-30 22:30:00+00:00;FR;load_nature_observation;62064.0;EL;62.064
2018-03-30 22:45:00+00:00;FR;load_nature_forecast D-0;59400.0;EL;59.4
2018-03-30 22:45:00+00:00;FR;load_nature_forecast D-1;57850.0;EL;57.85
2018-03-30 22:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-30 23:00:00+00:00;FR;load_nature_forecast D-0;58100.0;EL;58.1
2018-03-30 23:00:00+00:00;FR;load_nature_forecast D-1;56600.0;EL;56.6
2018-03-30 23:00:00+00:00;FR;load_nature_observation;59143.0;EL;59.143
2018-03-30 23:15:00+00:00;FR;load_nature_forecast D-0;58500.0;EL;58.5
2018-03-30 23:15:00+00:00;FR;load_nature_forecast D-1;56850.0;EL;56.85
2018-03-30 23:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-30 23:30:00+00:00;FR;load_nature_forecast D-0;58900.0;EL;58.9
2018-03-30 23:30:00+00:00;FR;load_nature_forecast D-1;57100.0;EL;57.1
2018-03-30 23:30:00+00:00;FR;load_nature_observation;58503.0;EL;58.503
2018-03-30 23:45:00+00:00;FR;load_nature_forecast D-0;58200.0;EL;58.2
2018-03-30 23:45:00+00:00;FR;load_nature_forecast D-1;56750.0;EL;56.75
2018-03-30 23:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 00:00:00+00:00;FR;load_nature_forecast D-0;57500.0;EL;57.5
2018-03-31 00:00:00+00:00;FR;load_nature_forecast D-1;56400.0;EL;56.4
2018-03-31 00:00:00+00:00;FR;load_nature_observation;57557.0;EL;57.557
2018-03-31 00:15:00+00:00;FR;load_nature_forecast D-0;56750.0;EL;56.75
2018-03-31 00:15:00+00:00;FR;load_nature_forecast D-1;55900.0;EL;55.9
2018-03-31 00:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 00:30:00+00:00;FR;load_nature_forecast D-0;56000.0;EL;56.0
2018-03-31 00:30:00+00:00;FR;load_nature_forecast D-1;55400.0;EL;55.4
2018-03-31 00:30:00+00:00;FR;load_nature_observation;56993.0;EL;56.993
2018-03-31 00:45:00+00:00;FR;load_nature_forecast D-0;55250.0;EL;55.25
2018-03-31 00:45:00+00:00;FR;load_nature_forecast D-1;54400.0;EL;54.4
2018-03-31 00:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 01:00:00+00:00;FR;load_nature_forecast D-0;54500.0;EL;54.5
2018-03-31 01:00:00+00:00;FR;load_nature_forecast D-1;53400.0;EL;53.4
2018-03-31 01:00:00+00:00;FR;load_nature_observation;55034.0;EL;55.034
2018-03-31 01:15:00+00:00;FR;load_nature_forecast D-0;53900.0;EL;53.9
2018-03-31 01:15:00+00:00;FR;load_nature_forecast D-1;52850.0;EL;52.85
2018-03-31 01:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 01:30:00+00:00;FR;load_nature_forecast D-0;53300.0;EL;53.3
2018-03-31 01:30:00+00:00;FR;load_nature_forecast D-1;52300.0;EL;52.3
2018-03-31 01:30:00+00:00;FR;load_nature_observation;53958.0;EL;53.958
2018-03-31 01:45:00+00:00;FR;load_nature_forecast D-0;52800.0;EL;52.8
2018-03-31 01:45:00+00:00;FR;load_nature_forecast D-1;51700.0;EL;51.7
2018-03-31 01:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 02:00:00+00:00;FR;load_nature_forecast D-0;52300.0;EL;52.3
2018-03-31 02:00:00+00:00;FR;load_nature_forecast D-1;51100.0;EL;51.1
2018-03-31 02:00:00+00:00;FR;load_nature_observation;52886.0;EL;52.886
2018-03-31 02:15:00+00:00;FR;load_nature_forecast D-0;52150.0;EL;52.15
2018-03-31 02:15:00+00:00;FR;load_nature_forecast D-1;50950.0;EL;50.95
2018-03-31 02:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 02:30:00+00:00;FR;load_nature_forecast D-0;52000.0;EL;52.0
2018-03-31 02:30:00+00:00;FR;load_nature_forecast D-1;50800.0;EL;50.8
2018-03-31 02:30:00+00:00;FR;load_nature_observation;52472.0;EL;52.472
2018-03-31 02:45:00+00:00;FR;load_nature_forecast D-0;51850.0;EL;51.85
2018-03-31 02:45:00+00:00;FR;load_nature_forecast D-1;50600.0;EL;50.6
2018-03-31 02:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 03:00:00+00:00;FR;load_nature_forecast D-0;51700.0;EL;51.7
2018-03-31 03:00:00+00:00;FR;load_nature_forecast D-1;50400.0;EL;50.4
2018-03-31 03:00:00+00:00;FR;load_nature_observation;52334.0;EL;52.334
2018-03-31 03:15:00+00:00;FR;load_nature_forecast D-0;52200.0;EL;52.2
2018-03-31 03:15:00+00:00;FR;load_nature_forecast D-1;50850.0;EL;50.85
2018-03-31 03:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 03:30:00+00:00;FR;load_nature_forecast D-0;52700.0;EL;52.7
2018-03-31 03:30:00+00:00;FR;load_nature_forecast D-1;51300.0;EL;51.3
2018-03-31 03:30:00+00:00;FR;load_nature_observation;53047.0;EL;53.047
2018-03-31 03:45:00+00:00;FR;load_nature_forecast D-0;52900.0;EL;52.9
2018-03-31 03:45:00+00:00;FR;load_nature_forecast D-1;51550.0;EL;51.55
2018-03-31 03:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 04:00:00+00:00;FR;load_nature_forecast D-0;53100.0;EL;53.1
2018-03-31 04:00:00+00:00;FR;load_nature_forecast D-1;51800.0;EL;51.8
2018-03-31 04:00:00+00:00;FR;load_nature_observation;53670.0;EL;53.67
2018-03-31 04:15:00+00:00;FR;load_nature_forecast D-0;53850.0;EL;53.85
2018-03-31 04:15:00+00:00;FR;load_nature_forecast D-1;52450.0;EL;52.45
2018-03-31 04:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 04:30:00+00:00;FR;load_nature_forecast D-0;54600.0;EL;54.6
2018-03-31 04:30:00+00:00;FR;load_nature_forecast D-1;53100.0;EL;53.1
2018-03-31 04:30:00+00:00;FR;load_nature_observation;55081.0;EL;55.081
2018-03-31 04:45:00+00:00;FR;load_nature_forecast D-0;55150.0;EL;55.15
2018-03-31 04:45:00+00:00;FR;load_nature_forecast D-1;53550.0;EL;53.55
2018-03-31 04:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 05:00:00+00:00;FR;load_nature_forecast D-0;55700.0;EL;55.7
2018-03-31 05:00:00+00:00;FR;load_nature_forecast D-1;54000.0;EL;54.0
2018-03-31 05:00:00+00:00;FR;load_nature_observation;56104.0;EL;56.104
2018-03-31 05:15:00+00:00;FR;load_nature_forecast D-0;56100.0;EL;56.1
2018-03-31 05:15:00+00:00;FR;load_nature_forecast D-1;54200.0;EL;54.2
2018-03-31 05:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 05:30:00+00:00;FR;load_nature_forecast D-0;56500.0;EL;56.5
2018-03-31 05:30:00+00:00;FR;load_nature_forecast D-1;54400.0;EL;54.4
2018-03-31 05:30:00+00:00;FR;load_nature_observation;57121.0;EL;57.121
2018-03-31 05:45:00+00:00;FR;load_nature_forecast D-0;57000.0;EL;57.0
2018-03-31 05:45:00+00:00;FR;load_nature_forecast D-1;55150.0;EL;55.15
2018-03-31 05:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 06:00:00+00:00;FR;load_nature_forecast D-0;57500.0;EL;57.5
2018-03-31 06:00:00+00:00;FR;load_nature_forecast D-1;55900.0;EL;55.9
2018-03-31 06:00:00+00:00;FR;load_nature_observation;57814.0;EL;57.814
2018-03-31 06:15:00+00:00;FR;load_nature_forecast D-0;58150.0;EL;58.15
2018-03-31 06:15:00+00:00;FR;load_nature_forecast D-1;56650.0;EL;56.65
2018-03-31 06:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 06:30:00+00:00;FR;load_nature_forecast D-0;58800.0;EL;58.8
2018-03-31 06:30:00+00:00;FR;load_nature_forecast D-1;57400.0;EL;57.4
2018-03-31 06:30:00+00:00;FR;load_nature_observation;59384.0;EL;59.384
2018-03-31 06:45:00+00:00;FR;load_nature_forecast D-0;59500.0;EL;59.5
2018-03-31 06:45:00+00:00;FR;load_nature_forecast D-1;58250.0;EL;58.25
2018-03-31 06:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 07:00:00+00:00;FR;load_nature_forecast D-0;60200.0;EL;60.2
2018-03-31 07:00:00+00:00;FR;load_nature_forecast D-1;59100.0;EL;59.1
2018-03-31 07:00:00+00:00;FR;load_nature_observation;60666.0;EL;60.666
2018-03-31 07:15:00+00:00;FR;load_nature_forecast D-0;60850.0;EL;60.85
2018-03-31 07:15:00+00:00;FR;load_nature_forecast D-1;59750.0;EL;59.75
2018-03-31 07:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 07:30:00+00:00;FR;load_nature_forecast D-0;61500.0;EL;61.5
2018-03-31 07:30:00+00:00;FR;load_nature_forecast D-1;60400.0;EL;60.4
2018-03-31 07:30:00+00:00;FR;load_nature_observation;62182.0;EL;62.182
2018-03-31 07:45:00+00:00;FR;load_nature_forecast D-0;61700.0;EL;61.7
2018-03-31 07:45:00+00:00;FR;load_nature_forecast D-1;60850.0;EL;60.85
2018-03-31 07:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 08:00:00+00:00;FR;load_nature_forecast D-0;61900.0;EL;61.9
2018-03-31 08:00:00+00:00;FR;load_nature_forecast D-1;61300.0;EL;61.3
2018-03-31 08:00:00+00:00;FR;load_nature_observation;62373.0;EL;62.373
2018-03-31 08:15:00+00:00;FR;load_nature_forecast D-0;61650.0;EL;61.65
2018-03-31 08:15:00+00:00;FR;load_nature_forecast D-1;61100.0;EL;61.1
2018-03-31 08:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 08:30:00+00:00;FR;load_nature_forecast D-0;61400.0;EL;61.4
2018-03-31 08:30:00+00:00;FR;load_nature_forecast D-1;60900.0;EL;60.9
2018-03-31 08:30:00+00:00;FR;load_nature_observation;62410.0;EL;62.41
2018-03-31 08:45:00+00:00;FR;load_nature_forecast D-0;61150.0;EL;61.15
2018-03-31 08:45:00+00:00;FR;load_nature_forecast D-1;60650.0;EL;60.65
2018-03-31 08:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 09:00:00+00:00;FR;load_nature_forecast D-0;60900.0;EL;60.9
2018-03-31 09:00:00+00:00;FR;load_nature_forecast D-1;60400.0;EL;60.4
2018-03-31 09:00:00+00:00;FR;load_nature_observation;62165.0;EL;62.165
2018-03-31 09:15:00+00:00;FR;load_nature_forecast D-0;60950.0;EL;60.95
2018-03-31 09:15:00+00:00;FR;load_nature_forecast D-1;60450.0;EL;60.45
2018-03-31 09:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 09:30:00+00:00;FR;load_nature_forecast D-0;61000.0;EL;61.0
2018-03-31 09:30:00+00:00;FR;load_nature_forecast D-1;60500.0;EL;60.5
2018-03-31 09:30:00+00:00;FR;load_nature_observation;62152.0;EL;62.152
2018-03-31 09:45:00+00:00;FR;load_nature_forecast D-0;61300.0;EL;61.3
2018-03-31 09:45:00+00:00;FR;load_nature_forecast D-1;60800.0;EL;60.8
2018-03-31 09:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 10:00:00+00:00;FR;load_nature_forecast D-0;61600.0;EL;61.6
2018-03-31 10:00:00+00:00;FR;load_nature_forecast D-1;61100.0;EL;61.1
2018-03-31 10:00:00+00:00;FR;load_nature_observation;62300.0;EL;62.3
2018-03-31 10:15:00+00:00;FR;load_nature_forecast D-0;61450.0;EL;61.45
2018-03-31 10:15:00+00:00;FR;load_nature_forecast D-1;61000.0;EL;61.0
2018-03-31 10:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 10:30:00+00:00;FR;load_nature_forecast D-0;61300.0;EL;61.3
2018-03-31 10:30:00+00:00;FR;load_nature_forecast D-1;60900.0;EL;60.9
2018-03-31 10:30:00+00:00;FR;load_nature_observation;62654.0;EL;62.654
2018-03-31 10:45:00+00:00;FR;load_nature_forecast D-0;61650.0;EL;61.65
2018-03-31 10:45:00+00:00;FR;load_nature_forecast D-1;61350.0;EL;61.35
2018-03-31 10:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 11:00:00+00:00;FR;load_nature_forecast D-0;62000.0;EL;62.0
2018-03-31 11:00:00+00:00;FR;load_nature_forecast D-1;61800.0;EL;61.8
2018-03-31 11:00:00+00:00;FR;load_nature_observation;63208.0;EL;63.208
2018-03-31 11:15:00+00:00;FR;load_nature_forecast D-0;60450.0;EL;60.45
2018-03-31 11:15:00+00:00;FR;load_nature_forecast D-1;60350.0;EL;60.35
2018-03-31 11:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 11:30:00+00:00;FR;load_nature_forecast D-0;58900.0;EL;58.9
2018-03-31 11:30:00+00:00;FR;load_nature_forecast D-1;58900.0;EL;58.9
2018-03-31 11:30:00+00:00;FR;load_nature_observation;61441.0;EL;61.441
2018-03-31 11:45:00+00:00;FR;load_nature_forecast D-0;58200.0;EL;58.2
2018-03-31 11:45:00+00:00;FR;load_nature_forecast D-1;58250.0;EL;58.25
2018-03-31 11:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 12:00:00+00:00;FR;load_nature_forecast D-0;57500.0;EL;57.5
2018-03-31 12:00:00+00:00;FR;load_nature_forecast D-1;57600.0;EL;57.6
2018-03-31 12:00:00+00:00;FR;load_nature_observation;60054.0;EL;60.054
2018-03-31 12:15:00+00:00;FR;load_nature_forecast D-0;57400.0;EL;57.4
2018-03-31 12:15:00+00:00;FR;load_nature_forecast D-1;57600.0;EL;57.6
2018-03-31 12:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 12:30:00+00:00;FR;load_nature_forecast D-0;57300.0;EL;57.3
2018-03-31 12:30:00+00:00;FR;load_nature_forecast D-1;57600.0;EL;57.6
2018-03-31 12:30:00+00:00;FR;load_nature_observation;59120.0;EL;59.12
2018-03-31 12:45:00+00:00;FR;load_nature_forecast D-0;56400.0;EL;56.4
2018-03-31 12:45:00+00:00;FR;load_nature_forecast D-1;56800.0;EL;56.8
2018-03-31 12:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 13:00:00+00:00;FR;load_nature_forecast D-0;55500.0;EL;55.5
2018-03-31 13:00:00+00:00;FR;load_nature_forecast D-1;56000.0;EL;56.0
2018-03-31 13:00:00+00:00;FR;load_nature_observation;57433.0;EL;57.433
2018-03-31 13:15:00+00:00;FR;load_nature_forecast D-0;54950.0;EL;54.95
2018-03-31 13:15:00+00:00;FR;load_nature_forecast D-1;55550.0;EL;55.55
2018-03-31 13:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 13:30:00+00:00;FR;load_nature_forecast D-0;54400.0;EL;54.4
2018-03-31 13:30:00+00:00;FR;load_nature_forecast D-1;55100.0;EL;55.1
2018-03-31 13:30:00+00:00;FR;load_nature_observation;56747.0;EL;56.747
2018-03-31 13:45:00+00:00;FR;load_nature_forecast D-0;53850.0;EL;53.85
2018-03-31 13:45:00+00:00;FR;load_nature_forecast D-1;54600.0;EL;54.6
2018-03-31 13:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 14:00:00+00:00;FR;load_nature_forecast D-0;53300.0;EL;53.3
2018-03-31 14:00:00+00:00;FR;load_nature_forecast D-1;54100.0;EL;54.1
2018-03-31 14:00:00+00:00;FR;load_nature_observation;55582.0;EL;55.582
2018-03-31 14:15:00+00:00;FR;load_nature_forecast D-0;53000.0;EL;53.0
2018-03-31 14:15:00+00:00;FR;load_nature_forecast D-1;53900.0;EL;53.9
2018-03-31 14:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 14:30:00+00:00;FR;load_nature_forecast D-0;52700.0;EL;52.7
2018-03-31 14:30:00+00:00;FR;load_nature_forecast D-1;53700.0;EL;53.7
2018-03-31 14:30:00+00:00;FR;load_nature_observation;54827.0;EL;54.827
2018-03-31 14:45:00+00:00;FR;load_nature_forecast D-0;52150.0;EL;52.15
2018-03-31 14:45:00+00:00;FR;load_nature_forecast D-1;53250.0;EL;53.25
2018-03-31 14:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 15:00:00+00:00;FR;load_nature_forecast D-0;51600.0;EL;51.6
2018-03-31 15:00:00+00:00;FR;load_nature_forecast D-1;52800.0;EL;52.8
2018-03-31 15:00:00+00:00;FR;load_nature_observation;54236.0;EL;54.236
2018-03-31 15:15:00+00:00;FR;load_nature_forecast D-0;52050.0;EL;52.05
2018-03-31 15:15:00+00:00;FR;load_nature_forecast D-1;53150.0;EL;53.15
2018-03-31 15:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 15:30:00+00:00;FR;load_nature_forecast D-0;52500.0;EL;52.5
2018-03-31 15:30:00+00:00;FR;load_nature_forecast D-1;53500.0;EL;53.5
2018-03-31 15:30:00+00:00;FR;load_nature_observation;54096.0;EL;54.096
2018-03-31 15:45:00+00:00;FR;load_nature_forecast D-0;52900.0;EL;52.9
2018-03-31 15:45:00+00:00;FR;load_nature_forecast D-1;53800.0;EL;53.8
2018-03-31 15:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 16:00:00+00:00;FR;load_nature_forecast D-0;53300.0;EL;53.3
2018-03-31 16:00:00+00:00;FR;load_nature_forecast D-1;54100.0;EL;54.1
2018-03-31 16:00:00+00:00;FR;load_nature_observation;54803.0;EL;54.803
2018-03-31 16:15:00+00:00;FR;load_nature_forecast D-0;54000.0;EL;54.0
2018-03-31 16:15:00+00:00;FR;load_nature_forecast D-1;54750.0;EL;54.75
2018-03-31 16:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 16:30:00+00:00;FR;load_nature_forecast D-0;54700.0;EL;54.7
2018-03-31 16:30:00+00:00;FR;load_nature_forecast D-1;55400.0;EL;55.4
2018-03-31 16:30:00+00:00;FR;load_nature_observation;55719.0;EL;55.719
2018-03-31 16:45:00+00:00;FR;load_nature_forecast D-0;55550.0;EL;55.55
2018-03-31 16:45:00+00:00;FR;load_nature_forecast D-1;56150.0;EL;56.15
2018-03-31 16:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 17:00:00+00:00;FR;load_nature_forecast D-0;56400.0;EL;56.4
2018-03-31 17:00:00+00:00;FR;load_nature_forecast D-1;56900.0;EL;56.9
2018-03-31 17:00:00+00:00;FR;load_nature_observation;57131.0;EL;57.131
2018-03-31 17:15:00+00:00;FR;load_nature_forecast D-0;56700.0;EL;56.7
2018-03-31 17:15:00+00:00;FR;load_nature_forecast D-1;57100.0;EL;57.1
2018-03-31 17:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 17:30:00+00:00;FR;load_nature_forecast D-0;57000.0;EL;57.0
2018-03-31 17:30:00+00:00;FR;load_nature_forecast D-1;57300.0;EL;57.3
2018-03-31 17:30:00+00:00;FR;load_nature_observation;58106.0;EL;58.106
2018-03-31 17:45:00+00:00;FR;load_nature_forecast D-0;57200.0;EL;57.2
2018-03-31 17:45:00+00:00;FR;load_nature_forecast D-1;57400.0;EL;57.4
2018-03-31 17:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 18:00:00+00:00;FR;load_nature_forecast D-0;57400.0;EL;57.4
2018-03-31 18:00:00+00:00;FR;load_nature_forecast D-1;57500.0;EL;57.5
2018-03-31 18:00:00+00:00;FR;load_nature_observation;58589.0;EL;58.589
2018-03-31 18:15:00+00:00;FR;load_nature_forecast D-0;57650.0;EL;57.65
2018-03-31 18:15:00+00:00;FR;load_nature_forecast D-1;57700.0;EL;57.7
2018-03-31 18:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 18:30:00+00:00;FR;load_nature_forecast D-0;57900.0;EL;57.9
2018-03-31 18:30:00+00:00;FR;load_nature_forecast D-1;57900.0;EL;57.9
2018-03-31 18:30:00+00:00;FR;load_nature_observation;59333.0;EL;59.333
2018-03-31 18:45:00+00:00;FR;load_nature_forecast D-0;58350.0;EL;58.35
2018-03-31 18:45:00+00:00;FR;load_nature_forecast D-1;58250.0;EL;58.25
2018-03-31 18:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 19:00:00+00:00;FR;load_nature_forecast D-0;58800.0;EL;58.8
2018-03-31 19:00:00+00:00;FR;load_nature_forecast D-1;58600.0;EL;58.6
2018-03-31 19:00:00+00:00;FR;load_nature_observation;60023.0;EL;60.023
2018-03-31 19:15:00+00:00;FR;load_nature_forecast D-0;58300.0;EL;58.3
2018-03-31 19:15:00+00:00;FR;load_nature_forecast D-1;58050.0;EL;58.05
2018-03-31 19:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 19:30:00+00:00;FR;load_nature_forecast D-0;57800.0;EL;57.8
2018-03-31 19:30:00+00:00;FR;load_nature_forecast D-1;57500.0;EL;57.5
2018-03-31 19:30:00+00:00;FR;load_nature_observation;59366.0;EL;59.366
2018-03-31 19:45:00+00:00;FR;load_nature_forecast D-0;57350.0;EL;57.35
2018-03-31 19:45:00+00:00;FR;load_nature_forecast D-1;57000.0;EL;57.0
2018-03-31 19:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 20:00:00+00:00;FR;load_nature_forecast D-0;56900.0;EL;56.9
2018-03-31 20:00:00+00:00;FR;load_nature_forecast D-1;56500.0;EL;56.5
2018-03-31 20:00:00+00:00;FR;load_nature_observation;58573.0;EL;58.573
2018-03-31 20:15:00+00:00;FR;load_nature_forecast D-0;57600.0;EL;57.6
2018-03-31 20:15:00+00:00;FR;load_nature_forecast D-1;57200.0;EL;57.2
2018-03-31 20:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 20:30:00+00:00;FR;load_nature_forecast D-0;58300.0;EL;58.3
2018-03-31 20:30:00+00:00;FR;load_nature_forecast D-1;57900.0;EL;57.9
2018-03-31 20:30:00+00:00;FR;load_nature_observation;59303.0;EL;59.303
2018-03-31 20:45:00+00:00;FR;load_nature_forecast D-0;59850.0;EL;59.85
2018-03-31 20:45:00+00:00;FR;load_nature_forecast D-1;59400.0;EL;59.4
2018-03-31 20:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 21:00:00+00:00;FR;load_nature_forecast D-0;61400.0;EL;61.4
2018-03-31 21:00:00+00:00;FR;load_nature_forecast D-1;60900.0;EL;60.9
2018-03-31 21:00:00+00:00;FR;load_nature_observation;62263.0;EL;62.263
2018-03-31 21:15:00+00:00;FR;load_nature_forecast D-0;61450.0;EL;61.45
2018-03-31 21:15:00+00:00;FR;load_nature_forecast D-1;60950.0;EL;60.95
2018-03-31 21:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 21:30:00+00:00;FR;load_nature_forecast D-0;61500.0;EL;61.5
2018-03-31 21:30:00+00:00;FR;load_nature_forecast D-1;61000.0;EL;61.0
2018-03-31 21:30:00+00:00;FR;load_nature_observation;62199.0;EL;62.199
2018-03-31 21:45:00+00:00;FR;load_nature_forecast D-0;61050.0;EL;61.05
2018-03-31 21:45:00+00:00;FR;load_nature_forecast D-1;60800.0;EL;60.8
2018-03-31 21:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 22:00:00+00:00;FR;load_nature_forecast D-0;61300.0;EL;61.3
2018-03-31 22:00:00+00:00;FR;load_nature_forecast D-1;60600.0;EL;60.6
2018-03-31 22:00:00+00:00;FR;load_nature_observation;62390.0;EL;62.39
2018-03-31 22:15:00+00:00;FR;load_nature_forecast D-0;60300.0;EL;60.3
2018-03-31 22:15:00+00:00;FR;load_nature_forecast D-1;59550.0;EL;59.55
2018-03-31 22:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 22:30:00+00:00;FR;load_nature_forecast D-0;59300.0;EL;59.3
2018-03-31 22:30:00+00:00;FR;load_nature_forecast D-1;58500.0;EL;58.5
2018-03-31 22:30:00+00:00;FR;load_nature_observation;60588.0;EL;60.588
2018-03-31 22:45:00+00:00;FR;load_nature_forecast D-0;58150.0;EL;58.15
2018-03-31 22:45:00+00:00;FR;load_nature_forecast D-1;57550.0;EL;57.55
2018-03-31 22:45:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 23:00:00+00:00;FR;load_nature_forecast D-0;57000.0;EL;57.0
2018-03-31 23:00:00+00:00;FR;load_nature_forecast D-1;56600.0;EL;56.6
2018-03-31 23:00:00+00:00;FR;load_nature_observation;57921.0;EL;57.921
2018-03-31 23:15:00+00:00;FR;load_nature_forecast D-0;57400.0;EL;57.4
2018-03-31 23:15:00+00:00;FR;load_nature_forecast D-1;56750.0;EL;56.75
2018-03-31 23:15:00+00:00;FR;load_nature_observation;;EL;
2018-03-31 23:30:00+00:00;FR;load_nature_forecast D-0;57800.0;EL;57.8
2018-03-31 23:30:00+00:00;FR;load_nature_forecast D-1;56900.0;EL;56.9
2018-03-31 23:30:00+00:00;FR;load_nature_observation;57310.0;EL;57.31
2018-03-31 23:45:00+00:00;FR;load_nature_forecast D-0;57500.0;EL;57.5
2018-03-31 23:45:00+00:00;FR;load_nature_forecast D-1;56700.0;EL;56.7
2018-03-31 23:45:00+00:00;FR;load_nature_observation;;EL;
2018-04-01 00:00:00+00:00;FR;load_nature_forecast D-0;57200.0;EL;57.2
