load_dt (UTC);map_code;load_nature;load_power (MW);commodity;load_power (GW)
2019-04-27 23:00:00+00:00;FR;load_nature_observation;46890.0;EL;46.89
2019-04-27 23:15:00+00:00;FR;load_nature_forecast D-0;46750.0;EL;46.75
2019-04-27 23:15:00+00:00;FR;load_nature_forecast D-1;46400.0;EL;46.4
2019-04-27 23:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-27 23:30:00+00:00;FR;load_nature_forecast D-0;47000.0;EL;47.0
2019-04-27 23:30:00+00:00;FR;load_nature_forecast D-1;46600.0;EL;46.6
2019-04-27 23:30:00+00:00;FR;load_nature_observation;46496.0;EL;46.496
2019-04-27 23:45:00+00:00;FR;load_nature_forecast D-0;46850.0;EL;46.85
2019-04-27 23:45:00+00:00;FR;load_nature_forecast D-1;46200.0;EL;46.2
2019-04-27 23:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 00:00:00+00:00;FR;load_nature_forecast D-0;46700.0;EL;46.7
2019-04-28 00:00:00+00:00;FR;load_nature_forecast D-1;45800.0;EL;45.8
2019-04-28 00:00:00+00:00;FR;load_nature_observation;45651.0;EL;45.651
2019-04-28 00:15:00+00:00;FR;load_nature_forecast D-0;45650.0;EL;45.65
2019-04-28 00:15:00+00:00;FR;load_nature_forecast D-1;45100.0;EL;45.1
2019-04-28 00:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 00:30:00+00:00;FR;load_nature_forecast D-0;44600.0;EL;44.6
2019-04-28 00:30:00+00:00;FR;load_nature_forecast D-1;44400.0;EL;44.4
2019-04-28 00:30:00+00:00;FR;load_nature_observation;45021.0;EL;45.021
2019-04-28 00:45:00+00:00;FR;load_nature_forecast D-0;43650.0;EL;43.65
2019-04-28 00:45:00+00:00;FR;load_nature_forecast D-1;43450.0;EL;43.45
2019-04-28 00:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 01:00:00+00:00;FR;load_nature_forecast D-0;42700.0;EL;42.7
2019-04-28 01:00:00+00:00;FR;load_nature_forecast D-1;42500.0;EL;42.5
2019-04-28 01:00:00+00:00;FR;load_nature_observation;43214.0;EL;43.214
2019-04-28 01:15:00+00:00;FR;load_nature_forecast D-0;42300.0;EL;42.3
2019-04-28 01:15:00+00:00;FR;load_nature_forecast D-1;41950.0;EL;41.95
2019-04-28 01:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 01:30:00+00:00;FR;load_nature_forecast D-0;41900.0;EL;41.9
2019-04-28 01:30:00+00:00;FR;load_nature_forecast D-1;41400.0;EL;41.4
2019-04-28 01:30:00+00:00;FR;load_nature_observation;42220.0;EL;42.22
2019-04-28 01:45:00+00:00;FR;load_nature_forecast D-0;41500.0;EL;41.5
2019-04-28 01:45:00+00:00;FR;load_nature_forecast D-1;40900.0;EL;40.9
2019-04-28 01:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 02:00:00+00:00;FR;load_nature_forecast D-0;41100.0;EL;41.1
2019-04-28 02:00:00+00:00;FR;load_nature_forecast D-1;40400.0;EL;40.4
2019-04-28 02:00:00+00:00;FR;load_nature_observation;41143.0;EL;41.143
2019-04-28 02:15:00+00:00;FR;load_nature_forecast D-0;40700.0;EL;40.7
2019-04-28 02:15:00+00:00;FR;load_nature_forecast D-1;40200.0;EL;40.2
2019-04-28 02:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 02:30:00+00:00;FR;load_nature_forecast D-0;40300.0;EL;40.3
2019-04-28 02:30:00+00:00;FR;load_nature_forecast D-1;40000.0;EL;40.0
2019-04-28 02:30:00+00:00;FR;load_nature_observation;40787.0;EL;40.787
2019-04-28 02:45:00+00:00;FR;load_nature_forecast D-0;40250.0;EL;40.25
2019-04-28 02:45:00+00:00;FR;load_nature_forecast D-1;39750.0;EL;39.75
2019-04-28 02:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 03:00:00+00:00;FR;load_nature_forecast D-0;40200.0;EL;40.2
2019-04-28 03:00:00+00:00;FR;load_nature_forecast D-1;39500.0;EL;39.5
2019-04-28 03:00:00+00:00;FR;load_nature_observation;40584.0;EL;40.584
2019-04-28 03:15:00+00:00;FR;load_nature_forecast D-0;40350.0;EL;40.35
2019-04-28 03:15:00+00:00;FR;load_nature_forecast D-1;39750.0;EL;39.75
2019-04-28 03:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 03:30:00+00:00;FR;load_nature_forecast D-0;40500.0;EL;40.5
2019-04-28 03:30:00+00:00;FR;load_nature_forecast D-1;40000.0;EL;40.0
2019-04-28 03:30:00+00:00;FR;load_nature_observation;40867.0;EL;40.867
2019-04-28 03:45:00+00:00;FR;load_nature_forecast D-0;40700.0;EL;40.7
2019-04-28 03:45:00+00:00;FR;load_nature_forecast D-1;40150.0;EL;40.15
2019-04-28 03:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 04:00:00+00:00;FR;load_nature_forecast D-0;40900.0;EL;40.9
2019-04-28 04:00:00+00:00;FR;load_nature_forecast D-1;40300.0;EL;40.3
2019-04-28 04:00:00+00:00;FR;load_nature_observation;41147.0;EL;41.147
2019-04-28 04:15:00+00:00;FR;load_nature_forecast D-0;40950.0;EL;40.95
2019-04-28 04:15:00+00:00;FR;load_nature_forecast D-1;40400.0;EL;40.4
2019-04-28 04:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 04:30:00+00:00;FR;load_nature_forecast D-0;41000.0;EL;41.0
2019-04-28 04:30:00+00:00;FR;load_nature_forecast D-1;40500.0;EL;40.5
2019-04-28 04:30:00+00:00;FR;load_nature_observation;41255.0;EL;41.255
2019-04-28 04:45:00+00:00;FR;load_nature_forecast D-0;41000.0;EL;41.0
2019-04-28 04:45:00+00:00;FR;load_nature_forecast D-1;40300.0;EL;40.3
2019-04-28 04:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 05:00:00+00:00;FR;load_nature_forecast D-0;41000.0;EL;41.0
2019-04-28 05:00:00+00:00;FR;load_nature_forecast D-1;40100.0;EL;40.1
2019-04-28 05:00:00+00:00;FR;load_nature_observation;40924.0;EL;40.924
2019-04-28 05:15:00+00:00;FR;load_nature_forecast D-0;41300.0;EL;41.3
2019-04-28 05:15:00+00:00;FR;load_nature_forecast D-1;40600.0;EL;40.6
2019-04-28 05:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 05:30:00+00:00;FR;load_nature_forecast D-0;41600.0;EL;41.6
2019-04-28 05:30:00+00:00;FR;load_nature_forecast D-1;41100.0;EL;41.1
2019-04-28 05:30:00+00:00;FR;load_nature_observation;41867.0;EL;41.867
2019-04-28 05:45:00+00:00;FR;load_nature_forecast D-0;42050.0;EL;42.05
2019-04-28 05:45:00+00:00;FR;load_nature_forecast D-1;41600.0;EL;41.6
2019-04-28 05:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 06:00:00+00:00;FR;load_nature_forecast D-0;42500.0;EL;42.5
2019-04-28 06:00:00+00:00;FR;load_nature_forecast D-1;42100.0;EL;42.1
2019-04-28 06:00:00+00:00;FR;load_nature_observation;42652.0;EL;42.652
2019-04-28 06:15:00+00:00;FR;load_nature_forecast D-0;43000.0;EL;43.0
2019-04-28 06:15:00+00:00;FR;load_nature_forecast D-1;42800.0;EL;42.8
2019-04-28 06:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 06:30:00+00:00;FR;load_nature_forecast D-0;43500.0;EL;43.5
2019-04-28 06:30:00+00:00;FR;load_nature_forecast D-1;43500.0;EL;43.5
2019-04-28 06:30:00+00:00;FR;load_nature_observation;43802.0;EL;43.802
2019-04-28 06:45:00+00:00;FR;load_nature_forecast D-0;44100.0;EL;44.1
2019-04-28 06:45:00+00:00;FR;load_nature_forecast D-1;44250.0;EL;44.25
2019-04-28 06:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 07:00:00+00:00;FR;load_nature_forecast D-0;44700.0;EL;44.7
2019-04-28 07:00:00+00:00;FR;load_nature_forecast D-1;45000.0;EL;45.0
2019-04-28 07:00:00+00:00;FR;load_nature_observation;45211.0;EL;45.211
2019-04-28 07:15:00+00:00;FR;load_nature_forecast D-0;45250.0;EL;45.25
2019-04-28 07:15:00+00:00;FR;load_nature_forecast D-1;45700.0;EL;45.7
2019-04-28 07:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 07:30:00+00:00;FR;load_nature_forecast D-0;45800.0;EL;45.8
2019-04-28 07:30:00+00:00;FR;load_nature_forecast D-1;46400.0;EL;46.4
2019-04-28 07:30:00+00:00;FR;load_nature_observation;46447.0;EL;46.447
2019-04-28 07:45:00+00:00;FR;load_nature_forecast D-0;46300.0;EL;46.3
2019-04-28 07:45:00+00:00;FR;load_nature_forecast D-1;46950.0;EL;46.95
2019-04-28 07:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 08:00:00+00:00;FR;load_nature_forecast D-0;46800.0;EL;46.8
2019-04-28 08:00:00+00:00;FR;load_nature_forecast D-1;47500.0;EL;47.5
2019-04-28 08:00:00+00:00;FR;load_nature_observation;47437.0;EL;47.437
2019-04-28 08:15:00+00:00;FR;load_nature_forecast D-0;47100.0;EL;47.1
2019-04-28 08:15:00+00:00;FR;load_nature_forecast D-1;47950.0;EL;47.95
2019-04-28 08:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 08:30:00+00:00;FR;load_nature_forecast D-0;47400.0;EL;47.4
2019-04-28 08:30:00+00:00;FR;load_nature_forecast D-1;48400.0;EL;48.4
2019-04-28 08:30:00+00:00;FR;load_nature_observation;48092.0;EL;48.092
2019-04-28 08:45:00+00:00;FR;load_nature_forecast D-0;47700.0;EL;47.7
2019-04-28 08:45:00+00:00;FR;load_nature_forecast D-1;48550.0;EL;48.55
2019-04-28 08:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 09:00:00+00:00;FR;load_nature_forecast D-0;48000.0;EL;48.0
2019-04-28 09:00:00+00:00;FR;load_nature_forecast D-1;48700.0;EL;48.7
2019-04-28 09:00:00+00:00;FR;load_nature_observation;48644.0;EL;48.644
2019-04-28 09:15:00+00:00;FR;load_nature_forecast D-0;48450.0;EL;48.45
2019-04-28 09:15:00+00:00;FR;load_nature_forecast D-1;48950.0;EL;48.95
2019-04-28 09:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 09:30:00+00:00;FR;load_nature_forecast D-0;48900.0;EL;48.9
2019-04-28 09:30:00+00:00;FR;load_nature_forecast D-1;49200.0;EL;49.2
2019-04-28 09:30:00+00:00;FR;load_nature_observation;49445.0;EL;49.445
2019-04-28 09:45:00+00:00;FR;load_nature_forecast D-0;49750.0;EL;49.75
2019-04-28 09:45:00+00:00;FR;load_nature_forecast D-1;49600.0;EL;49.6
2019-04-28 09:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 10:00:00+00:00;FR;load_nature_forecast D-0;50600.0;EL;50.6
2019-04-28 10:00:00+00:00;FR;load_nature_forecast D-1;50000.0;EL;50.0
2019-04-28 10:00:00+00:00;FR;load_nature_observation;50347.0;EL;50.347
2019-04-28 10:15:00+00:00;FR;load_nature_forecast D-0;50350.0;EL;50.35
2019-04-28 10:15:00+00:00;FR;load_nature_forecast D-1;50100.0;EL;50.1
2019-04-28 10:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 10:30:00+00:00;FR;load_nature_forecast D-0;50100.0;EL;50.1
2019-04-28 10:30:00+00:00;FR;load_nature_forecast D-1;50200.0;EL;50.2
2019-04-28 10:30:00+00:00;FR;load_nature_observation;51373.0;EL;51.373
2019-04-28 10:45:00+00:00;FR;load_nature_forecast D-0;51000.0;EL;51.0
2019-04-28 10:45:00+00:00;FR;load_nature_forecast D-1;50800.0;EL;50.8
2019-04-28 10:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 11:00:00+00:00;FR;load_nature_forecast D-0;51900.0;EL;51.9
2019-04-28 11:00:00+00:00;FR;load_nature_forecast D-1;51400.0;EL;51.4
2019-04-28 11:00:00+00:00;FR;load_nature_observation;51934.0;EL;51.934
2019-04-28 11:15:00+00:00;FR;load_nature_forecast D-0;50350.0;EL;50.35
2019-04-28 11:15:00+00:00;FR;load_nature_forecast D-1;49900.0;EL;49.9
2019-04-28 11:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 11:30:00+00:00;FR;load_nature_forecast D-0;48800.0;EL;48.8
2019-04-28 11:30:00+00:00;FR;load_nature_forecast D-1;48400.0;EL;48.4
2019-04-28 11:30:00+00:00;FR;load_nature_observation;50110.0;EL;50.11
2019-04-28 11:45:00+00:00;FR;load_nature_forecast D-0;47950.0;EL;47.95
2019-04-28 11:45:00+00:00;FR;load_nature_forecast D-1;47600.0;EL;47.6
2019-04-28 11:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 12:00:00+00:00;FR;load_nature_forecast D-0;47100.0;EL;47.1
2019-04-28 12:00:00+00:00;FR;load_nature_forecast D-1;46800.0;EL;46.8
2019-04-28 12:00:00+00:00;FR;load_nature_observation;48456.0;EL;48.456
2019-04-28 12:15:00+00:00;FR;load_nature_forecast D-0;47350.0;EL;47.35
2019-04-28 12:15:00+00:00;FR;load_nature_forecast D-1;46450.0;EL;46.45
2019-04-28 12:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 12:30:00+00:00;FR;load_nature_forecast D-0;47600.0;EL;47.6
2019-04-28 12:30:00+00:00;FR;load_nature_forecast D-1;46100.0;EL;46.1
2019-04-28 12:30:00+00:00;FR;load_nature_observation;47653.0;EL;47.653
2019-04-28 12:45:00+00:00;FR;load_nature_forecast D-0;46500.0;EL;46.5
2019-04-28 12:45:00+00:00;FR;load_nature_forecast D-1;45300.0;EL;45.3
2019-04-28 12:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 13:00:00+00:00;FR;load_nature_forecast D-0;45400.0;EL;45.4
2019-04-28 13:00:00+00:00;FR;load_nature_forecast D-1;44500.0;EL;44.5
2019-04-28 13:00:00+00:00;FR;load_nature_observation;46130.0;EL;46.13
2019-04-28 13:15:00+00:00;FR;load_nature_forecast D-0;45100.0;EL;45.1
2019-04-28 13:15:00+00:00;FR;load_nature_forecast D-1;44150.0;EL;44.15
2019-04-28 13:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 13:30:00+00:00;FR;load_nature_forecast D-0;44800.0;EL;44.8
2019-04-28 13:30:00+00:00;FR;load_nature_forecast D-1;43800.0;EL;43.8
2019-04-28 13:30:00+00:00;FR;load_nature_observation;45269.0;EL;45.269
2019-04-28 13:45:00+00:00;FR;load_nature_forecast D-0;44450.0;EL;44.45
2019-04-28 13:45:00+00:00;FR;load_nature_forecast D-1;43450.0;EL;43.45
2019-04-28 13:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 14:00:00+00:00;FR;load_nature_forecast D-0;44100.0;EL;44.1
2019-04-28 14:00:00+00:00;FR;load_nature_forecast D-1;43100.0;EL;43.1
2019-04-28 14:00:00+00:00;FR;load_nature_observation;44525.0;EL;44.525
2019-04-28 14:15:00+00:00;FR;load_nature_forecast D-0;43700.0;EL;43.7
2019-04-28 14:15:00+00:00;FR;load_nature_forecast D-1;42850.0;EL;42.85
2019-04-28 14:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 14:30:00+00:00;FR;load_nature_forecast D-0;43300.0;EL;43.3
2019-04-28 14:30:00+00:00;FR;load_nature_forecast D-1;42600.0;EL;42.6
2019-04-28 14:30:00+00:00;FR;load_nature_observation;43903.0;EL;43.903
2019-04-28 14:45:00+00:00;FR;load_nature_forecast D-0;43050.0;EL;43.05
2019-04-28 14:45:00+00:00;FR;load_nature_forecast D-1;42500.0;EL;42.5
2019-04-28 14:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 15:00:00+00:00;FR;load_nature_forecast D-0;42800.0;EL;42.8
2019-04-28 15:00:00+00:00;FR;load_nature_forecast D-1;42400.0;EL;42.4
2019-04-28 15:00:00+00:00;FR;load_nature_observation;43902.0;EL;43.902
2019-04-28 15:15:00+00:00;FR;load_nature_forecast D-0;42950.0;EL;42.95
2019-04-28 15:15:00+00:00;FR;load_nature_forecast D-1;42600.0;EL;42.6
2019-04-28 15:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 15:30:00+00:00;FR;load_nature_forecast D-0;43100.0;EL;43.1
2019-04-28 15:30:00+00:00;FR;load_nature_forecast D-1;42800.0;EL;42.8
2019-04-28 15:30:00+00:00;FR;load_nature_observation;44101.0;EL;44.101
2019-04-28 15:45:00+00:00;FR;load_nature_forecast D-0;43550.0;EL;43.55
2019-04-28 15:45:00+00:00;FR;load_nature_forecast D-1;43300.0;EL;43.3
2019-04-28 15:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 16:00:00+00:00;FR;load_nature_forecast D-0;44000.0;EL;44.0
2019-04-28 16:00:00+00:00;FR;load_nature_forecast D-1;43800.0;EL;43.8
2019-04-28 16:00:00+00:00;FR;load_nature_observation;44902.0;EL;44.902
2019-04-28 16:15:00+00:00;FR;load_nature_forecast D-0;44700.0;EL;44.7
2019-04-28 16:15:00+00:00;FR;load_nature_forecast D-1;44500.0;EL;44.5
2019-04-28 16:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 16:30:00+00:00;FR;load_nature_forecast D-0;45400.0;EL;45.4
2019-04-28 16:30:00+00:00;FR;load_nature_forecast D-1;45200.0;EL;45.2
2019-04-28 16:30:00+00:00;FR;load_nature_observation;46073.0;EL;46.073
2019-04-28 16:45:00+00:00;FR;load_nature_forecast D-0;46250.0;EL;46.25
2019-04-28 16:45:00+00:00;FR;load_nature_forecast D-1;46100.0;EL;46.1
2019-04-28 16:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 17:00:00+00:00;FR;load_nature_forecast D-0;47100.0;EL;47.1
2019-04-28 17:00:00+00:00;FR;load_nature_forecast D-1;47000.0;EL;47.0
2019-04-28 17:00:00+00:00;FR;load_nature_observation;47713.0;EL;47.713
2019-04-28 17:15:00+00:00;FR;load_nature_forecast D-0;47650.0;EL;47.65
2019-04-28 17:15:00+00:00;FR;load_nature_forecast D-1;47600.0;EL;47.6
2019-04-28 17:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 17:30:00+00:00;FR;load_nature_forecast D-0;48200.0;EL;48.2
2019-04-28 17:30:00+00:00;FR;load_nature_forecast D-1;48200.0;EL;48.2
2019-04-28 17:30:00+00:00;FR;load_nature_observation;48667.0;EL;48.667
2019-04-28 17:45:00+00:00;FR;load_nature_forecast D-0;48650.0;EL;48.65
2019-04-28 17:45:00+00:00;FR;load_nature_forecast D-1;48700.0;EL;48.7
2019-04-28 17:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 18:00:00+00:00;FR;load_nature_forecast D-0;49100.0;EL;49.1
2019-04-28 18:00:00+00:00;FR;load_nature_forecast D-1;49200.0;EL;49.2
2019-04-28 18:00:00+00:00;FR;load_nature_observation;48893.0;EL;48.893
2019-04-28 18:15:00+00:00;FR;load_nature_forecast D-0;48800.0;EL;48.8
2019-04-28 18:15:00+00:00;FR;load_nature_forecast D-1;48900.0;EL;48.9
2019-04-28 18:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 18:30:00+00:00;FR;load_nature_forecast D-0;48500.0;EL;48.5
2019-04-28 18:30:00+00:00;FR;load_nature_forecast D-1;48600.0;EL;48.6
2019-04-28 18:30:00+00:00;FR;load_nature_observation;48708.0;EL;48.708
2019-04-28 18:45:00+00:00;FR;load_nature_forecast D-0;49150.0;EL;49.15
2019-04-28 18:45:00+00:00;FR;load_nature_forecast D-1;49300.0;EL;49.3
2019-04-28 18:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 19:00:00+00:00;FR;load_nature_forecast D-0;49800.0;EL;49.8
2019-04-28 19:00:00+00:00;FR;load_nature_forecast D-1;50000.0;EL;50.0
2019-04-28 19:00:00+00:00;FR;load_nature_observation;49222.0;EL;49.222
2019-04-28 19:15:00+00:00;FR;load_nature_forecast D-0;49700.0;EL;49.7
2019-04-28 19:15:00+00:00;FR;load_nature_forecast D-1;49950.0;EL;49.95
2019-04-28 19:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 19:30:00+00:00;FR;load_nature_forecast D-0;49600.0;EL;49.6
2019-04-28 19:30:00+00:00;FR;load_nature_forecast D-1;49900.0;EL;49.9
2019-04-28 19:30:00+00:00;FR;load_nature_observation;50074.0;EL;50.074
2019-04-28 19:45:00+00:00;FR;load_nature_forecast D-0;49250.0;EL;49.25
2019-04-28 19:45:00+00:00;FR;load_nature_forecast D-1;49350.0;EL;49.35
2019-04-28 19:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 20:00:00+00:00;FR;load_nature_forecast D-0;48900.0;EL;48.9
2019-04-28 20:00:00+00:00;FR;load_nature_forecast D-1;48800.0;EL;48.8
2019-04-28 20:00:00+00:00;FR;load_nature_observation;49635.0;EL;49.635
2019-04-28 20:15:00+00:00;FR;load_nature_forecast D-0;49650.0;EL;49.65
2019-04-28 20:15:00+00:00;FR;load_nature_forecast D-1;49400.0;EL;49.4
2019-04-28 20:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 20:30:00+00:00;FR;load_nature_forecast D-0;50400.0;EL;50.4
2019-04-28 20:30:00+00:00;FR;load_nature_forecast D-1;50000.0;EL;50.0
2019-04-28 20:30:00+00:00;FR;load_nature_observation;50056.0;EL;50.056
2019-04-28 20:45:00+00:00;FR;load_nature_forecast D-0;51750.0;EL;51.75
2019-04-28 20:45:00+00:00;FR;load_nature_forecast D-1;51150.0;EL;51.15
2019-04-28 20:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 21:00:00+00:00;FR;load_nature_forecast D-0;53100.0;EL;53.1
2019-04-28 21:00:00+00:00;FR;load_nature_forecast D-1;52300.0;EL;52.3
2019-04-28 21:00:00+00:00;FR;load_nature_observation;52482.0;EL;52.482
2019-04-28 21:15:00+00:00;FR;load_nature_forecast D-0;52850.0;EL;52.85
2019-04-28 21:15:00+00:00;FR;load_nature_forecast D-1;52150.0;EL;52.15
2019-04-28 21:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 21:30:00+00:00;FR;load_nature_forecast D-0;52600.0;EL;52.6
2019-04-28 21:30:00+00:00;FR;load_nature_forecast D-1;52000.0;EL;52.0
2019-04-28 21:30:00+00:00;FR;load_nature_observation;52070.0;EL;52.07
2019-04-28 21:45:00+00:00;FR;load_nature_forecast D-0;51950.0;EL;51.95
2019-04-28 21:45:00+00:00;FR;load_nature_forecast D-1;51550.0;EL;51.55
2019-04-28 21:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 22:00:00+00:00;FR;load_nature_forecast D-0;51700.0;EL;51.7
2019-04-28 22:00:00+00:00;FR;load_nature_forecast D-1;51100.0;EL;51.1
2019-04-28 22:00:00+00:00;FR;load_nature_observation;51800.0;EL;51.8
2019-04-28 22:15:00+00:00;FR;load_nature_forecast D-0;50850.0;EL;50.85
2019-04-28 22:15:00+00:00;FR;load_nature_forecast D-1;50300.0;EL;50.3
2019-04-28 22:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 22:30:00+00:00;FR;load_nature_forecast D-0;50000.0;EL;50.0
2019-04-28 22:30:00+00:00;FR;load_nature_forecast D-1;49500.0;EL;49.5
2019-04-28 22:30:00+00:00;FR;load_nature_observation;50251.0;EL;50.251
2019-04-28 22:45:00+00:00;FR;load_nature_forecast D-0;48900.0;EL;48.9
2019-04-28 22:45:00+00:00;FR;load_nature_forecast D-1;48400.0;EL;48.4
2019-04-28 22:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 23:00:00+00:00;FR;load_nature_forecast D-0;47800.0;EL;47.8
2019-04-28 23:00:00+00:00;FR;load_nature_forecast D-1;47300.0;EL;47.3
2019-04-28 23:00:00+00:00;FR;load_nature_observation;47773.0;EL;47.773
2019-04-28 23:15:00+00:00;FR;load_nature_forecast D-0;48150.0;EL;48.15
2019-04-28 23:15:00+00:00;FR;load_nature_forecast D-1;47550.0;EL;47.55
2019-04-28 23:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-28 23:30:00+00:00;FR;load_nature_forecast D-0;48500.0;EL;48.5
2019-04-28 23:30:00+00:00;FR;load_nature_forecast D-1;47800.0;EL;47.8
2019-04-28 23:30:00+00:00;FR;load_nature_observation;47380.0;EL;47.38
2019-04-28 23:45:00+00:00;FR;load_nature_forecast D-0;48150.0;EL;48.15
2019-04-28 23:45:00+00:00;FR;load_nature_forecast D-1;47650.0;EL;47.65
2019-04-28 23:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-29 00:00:00+00:00;FR;load_nature_forecast D-0;47800.0;EL;47.8
2019-04-29 00:00:00+00:00;FR;load_nature_forecast D-1;47500.0;EL;47.5
2019-04-29 00:00:00+00:00;FR;load_nature_observation;46716.0;EL;46.716
2019-04-29 00:15:00+00:00;FR;load_nature_forecast D-0;47100.0;EL;47.1
2019-04-29 00:15:00+00:00;FR;load_nature_forecast D-1;46800.0;EL;46.8
2019-04-29 00:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-29 00:30:00+00:00;FR;load_nature_forecast D-0;46400.0;EL;46.4
2019-04-29 00:30:00+00:00;FR;load_nature_forecast D-1;46100.0;EL;46.1
2019-04-29 00:30:00+00:00;FR;load_nature_observation;46352.0;EL;46.352
2019-04-29 00:45:00+00:00;FR;load_nature_forecast D-0;45700.0;EL;45.7
2019-04-29 00:45:00+00:00;FR;load_nature_forecast D-1;45350.0;EL;45.35
2019-04-29 00:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-29 01:00:00+00:00;FR;load_nature_forecast D-0;45000.0;EL;45.0
2019-04-29 01:00:00+00:00;FR;load_nature_forecast D-1;44600.0;EL;44.6
2019-04-29 01:00:00+00:00;FR;load_nature_observation;44712.0;EL;44.712
2019-04-29 01:15:00+00:00;FR;load_nature_forecast D-0;44500.0;EL;44.5
2019-04-29 01:15:00+00:00;FR;load_nature_forecast D-1;44300.0;EL;44.3
2019-04-29 01:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-29 01:30:00+00:00;FR;load_nature_forecast D-0;44000.0;EL;44.0
2019-04-29 01:30:00+00:00;FR;load_nature_forecast D-1;44000.0;EL;44.0
2019-04-29 01:30:00+00:00;FR;load_nature_observation;43999.0;EL;43.999
2019-04-29 01:45:00+00:00;FR;load_nature_forecast D-0;43700.0;EL;43.7
2019-04-29 01:45:00+00:00;FR;load_nature_forecast D-1;43600.0;EL;43.6
2019-04-29 01:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-29 02:00:00+00:00;FR;load_nature_forecast D-0;43400.0;EL;43.4
2019-04-29 02:00:00+00:00;FR;load_nature_forecast D-1;43200.0;EL;43.2
2019-04-29 02:00:00+00:00;FR;load_nature_observation;43232.0;EL;43.232
2019-04-29 02:15:00+00:00;FR;load_nature_forecast D-0;43650.0;EL;43.65
2019-04-29 02:15:00+00:00;FR;load_nature_forecast D-1;43550.0;EL;43.55
2019-04-29 02:15:00+00:00;FR;load_nature_observation;;EL;
2019-04-29 02:30:00+00:00;FR;load_nature_forecast D-0;43900.0;EL;43.9
2019-04-29 02:30:00+00:00;FR;load_nature_forecast D-1;43900.0;EL;43.9
2019-04-29 02:30:00+00:00;FR;load_nature_observation;43509.0;EL;43.509
2019-04-29 02:45:00+00:00;FR;load_nature_forecast D-0;44300.0;EL;44.3
2019-04-29 02:45:00+00:00;FR;load_nature_forecast D-1;44400.0;EL;44.4
2019-04-29 02:45:00+00:00;FR;load_nature_observation;;EL;
2019-04-29 03:00:00+00:00;FR;load_nature_forecast D-0;44700.0;EL;44.7
2019-04-29 03:00:00+00:00;FR;load_nature_forecast D-1;44900.0;EL;44.9
