publication_id;version;publication_dt (UTC);outage_begin_dt (UTC);outage_end_dt (UTC);unit_name;available capacity (MW);nominal capacity (MW);producer_name;map_code;production_source;creation_dt (UTC);outage_type;outage_cause;outage_status;source
-EDF-05470-EDF-T-00086294_001;1;2022-11-15 17:35:00+00:00;;;ST LAURENT 2;100.0;915.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00090060_005;5;2023-01-16 09:14:00+00:00;;;ST ALBAN 2;1313.0;1335.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00090060_004;4;2023-01-16 01:02:00+00:00;;;ST ALBAN 2;1313.0;1335.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00090060_003;3;2023-01-15 19:28:00+00:00;;;ST ALBAN 2;1313.0;1335.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00090060_002;2;2023-01-15 17:12:00+00:00;;;ST ALBAN 2;1313.0;1335.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00090060_001;1;2023-01-15 16:24:00+00:00;;;ST ALBAN 2;1313.0;1335.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00090059_005;5;2023-01-16 00:56:00+00:00;;;ST ALBAN 2;680.0;1335.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00090059_004;4;2023-01-15 21:16:00+00:00;;;ST ALBAN 2;680.0;1335.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00090059_003;3;2023-01-15 19:26:00+00:00;;;ST ALBAN 2;750.0;1335.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00090059_002;2;2023-01-15 17:07:00+00:00;;;ST ALBAN 2;1122.0;1335.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00090059_001;1;2023-01-15 16:22:00+00:00;;;ST ALBAN 2;1122.0;1335.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00090067_002;2;2023-01-15 21:56:00+00:00;;;BUGEY 4;110.0;880.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00090067_001;1;2023-01-15 19:31:00+00:00;;;BUGEY 4;110.0;880.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00090068_001;1;2023-01-15 20:22:00+00:00;;;DAMPIERRE 2;390.0;890.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00089921_003;3;2023-01-15 17:37:00+00:00;;;TRICASTIN 4;0.0;915.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089921_002;2;2023-01-14 14:47:00+00:00;;;TRICASTIN 4;0.0;915.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089921_001;1;2023-01-13 17:02:00+00:00;;;TRICASTIN 4;0.0;915.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00090054_002;2;2023-01-15 17:32:00+00:00;;;ST LAURENT 1;316.0;915.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Inactif;RTE
-EDF-05470-EDF-T-00090054_001;1;2023-01-15 15:09:00+00:00;;;ST LAURENT 1;316.0;915.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089970_007;7;2023-01-15 16:17:00+00:00;;;ST ALBAN 2;1122.0;1335.0;EDF;FR;nuclear;;planned;Information Complémentaire;Inactif;RTE
-EDF-05470-EDF-T-00089970_006;6;2023-01-15 08:41:00+00:00;;;ST ALBAN 2;1313.0;1335.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089970_005;5;2023-01-15 05:36:00+00:00;;;ST ALBAN 2;1313.0;1335.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089970_004;4;2023-01-14 14:57:00+00:00;;;ST ALBAN 2;1313.0;1335.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089970_003;3;2023-01-14 13:03:00+00:00;;;ST ALBAN 2;1313.0;1335.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089970_002;2;2023-01-14 10:42:00+00:00;;;ST ALBAN 2;1313.0;1335.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089970_001;1;2023-01-14 10:33:00+00:00;;;ST ALBAN 2;1313.0;1335.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00090055_002;2;2023-01-15 15:47:00+00:00;;;PALUEL 4;1216.0;1330.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00090055_001;1;2023-01-15 15:17:00+00:00;;;PALUEL 4;1216.0;1330.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00089925_003;3;2023-01-15 14:22:00+00:00;;;CHINON 2;0.0;905.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089925_002;2;2023-01-14 14:49:00+00:00;;;CHINON 2;0.0;905.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089925_001;1;2023-01-13 17:12:00+00:00;;;CHINON 2;0.0;905.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00090049_002;2;2023-01-15 14:17:00+00:00;;;BLAYAIS 3;390.0;910.0;EDF;FR;nuclear;;fortuitous;Défaillance;Annulé;RTE
-EDF-05470-EDF-T-00090049_001;1;2023-01-15 14:06:00+00:00;;;BLAYAIS 3;390.0;910.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00090050_001;1;2023-01-15 14:12:00+00:00;;;BLAYAIS 3;390.0;910.0;EDF;FR;nuclear;;fortuitous;Défaillance;Inactif;RTE
-EDF-05470-EDF-T-00089999_003;3;2023-01-15 10:56:00+00:00;;;GRAVELINES 5;245.0;910.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00089999_002;2;2023-01-15 06:31:00+00:00;;;GRAVELINES 5;245.0;910.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00089999_001;1;2023-01-15 06:22:00+00:00;;;GRAVELINES 5;245.0;910.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00089996_002;2;2023-01-15 07:17:00+00:00;;;NOGENT 1;920.0;1310.0;EDF;FR;nuclear;;fortuitous;Défaillance;Inactif;RTE
-EDF-05470-EDF-T-00089996_001;1;2023-01-15 03:17:00+00:00;;;NOGENT 1;920.0;1310.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089997_001;1;2023-01-15 03:26:00+00:00;;;CRUAS 1;375.0;915.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00089969_004;4;2023-01-15 00:49:00+00:00;;;ST ALBAN 2;940.0;1335.0;EDF;FR;nuclear;;fortuitous;Défaillance;Inactif;RTE
-EDF-05470-EDF-T-00089969_003;3;2023-01-14 14:54:00+00:00;;;ST ALBAN 2;750.0;1335.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00089969_002;2;2023-01-14 13:02:00+00:00;;;ST ALBAN 2;750.0;1335.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00089969_001;1;2023-01-14 10:31:00+00:00;;;ST ALBAN 2;750.0;1335.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00089770_004;4;2023-01-15 00:47:00+00:00;;;PALUEL 4;560.0;1330.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00089770_003;3;2023-01-14 20:47:00+00:00;;;PALUEL 4;340.0;1330.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00089770_002;2;2023-01-14 14:12:00+00:00;;;PALUEL 4;560.0;1330.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00089770_001;1;2023-01-11 09:52:00+00:00;;;PALUEL 4;650.0;1330.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00089924_002;2;2023-01-14 15:12:00+00:00;;;CRUAS 2;0.0;915.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089924_001;1;2023-01-13 17:09:00+00:00;;;CRUAS 2;0.0;915.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089922_003;3;2023-01-14 14:52:00+00:00;;;BUGEY 4;0.0;880.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089922_002;2;2023-01-13 23:01:00+00:00;;;BUGEY 4;0.0;880.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089922_001;1;2023-01-13 17:05:00+00:00;;;BUGEY 4;0.0;880.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089927_001;1;2023-01-14 04:41:00+00:00;;;CHINON 2;276.0;905.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00089818_002;2;2023-01-13 17:07:00+00:00;;;TRICASTIN 4;0.0;915.0;EDF;FR;nuclear;;planned;Information Complémentaire;Annulé;RTE
-EDF-05470-EDF-T-00089818_001;1;2023-01-11 15:27:00+00:00;;;TRICASTIN 4;0.0;915.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089826_001;1;2023-01-12 06:47:00+00:00;;;ST LAURENT 2;600.0;915.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00089822_002;2;2023-01-12 04:37:00+00:00;;;BLAYAIS 3;320.0;910.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00089822_001;1;2023-01-12 03:47:00+00:00;;;BLAYAIS 3;280.0;910.0;EDF;FR;nuclear;;fortuitous;Défaillance;Inactif;RTE
-EDF-05470-EDF-T-00089821_002;2;2023-01-12 03:49:00+00:00;;;BLAYAIS 3;280.0;910.0;EDF;FR;nuclear;;fortuitous;Défaillance;Annulé;RTE
-EDF-05470-EDF-T-00089821_001;1;2023-01-12 03:17:00+00:00;;;BLAYAIS 3;280.0;910.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00089764_002;2;2023-01-10 14:02:00+00:00;;;BLAYAIS 2;670.0;910.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089764_001;1;2023-01-10 13:42:00+00:00;;;BLAYAIS 2;670.0;910.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089663_002;2;2023-01-09 06:07:00+00:00;;;CHINON 2;425.0;905.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Annulé;RTE
-EDF-05470-EDF-T-00089663_001;1;2023-01-09 03:47:00+00:00;;;CHINON 2;425.0;905.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089664_001;1;2023-01-09 04:12:00+00:00;;;CHINON 2;425.0;905.0;EDF;FR;nuclear;;fortuitous;Défaillance;Inactif;RTE
-EDF-05470-EDF-T-00088508_007;7;2023-01-08 16:17:00+00:00;;;TRICASTIN 4;0.0;915.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00088508_006;6;2023-01-08 07:41:00+00:00;;;TRICASTIN 4;0.0;915.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00088508_005;5;2022-12-30 15:50:00+00:00;;;TRICASTIN 4;0.0;915.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00088508_004;4;2022-12-28 15:04:00+00:00;;;TRICASTIN 4;0.0;915.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00088508_003;3;2022-12-23 14:51:00+00:00;;;TRICASTIN 4;0.0;915.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00088508_002;2;2022-12-23 14:36:00+00:00;;;TRICASTIN 4;0.0;915.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00088508_001;1;2022-12-22 17:32:00+00:00;;;TRICASTIN 4;0.0;915.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089538_003;3;2023-01-08 13:12:00+00:00;;;CHINON 2;0.0;905.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089538_002;2;2023-01-07 14:52:00+00:00;;;CHINON 2;0.0;905.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089538_001;1;2023-01-06 14:52:00+00:00;;;CHINON 2;0.0;905.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089605_004;4;2023-01-08 12:56:00+00:00;;;FLAMANVILLE 2;1305.0;1330.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089605_003;3;2023-01-08 10:41:00+00:00;;;FLAMANVILLE 2;1305.0;1330.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089605_002;2;2023-01-08 09:54:00+00:00;;;FLAMANVILLE 2;1305.0;1330.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089605_001;1;2023-01-07 22:36:00+00:00;;;FLAMANVILLE 2;1305.0;1330.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089604_004;4;2023-01-08 12:51:00+00:00;;;FLAMANVILLE 2;650.0;1330.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00089604_003;3;2023-01-08 10:36:00+00:00;;;FLAMANVILLE 2;650.0;1330.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00089604_002;2;2023-01-08 09:52:00+00:00;;;FLAMANVILLE 2;650.0;1330.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00089604_001;1;2023-01-07 22:16:00+00:00;;;FLAMANVILLE 2;650.0;1330.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00089608_001;1;2023-01-08 08:31:00+00:00;;;CRUAS 1;317.0;915.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00089550_003;3;2023-01-08 06:01:00+00:00;;;TRICASTIN 2;0.0;915.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00089550_002;2;2023-01-07 10:06:00+00:00;;;TRICASTIN 2;0.0;915.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00089550_001;1;2023-01-07 09:56:00+00:00;;;TRICASTIN 2;0.0;915.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00089547_003;3;2023-01-07 16:19:00+00:00;;;CRUAS 1;0.0;915.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089547_002;2;2023-01-07 14:54:00+00:00;;;CRUAS 1;0.0;915.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089547_001;1;2023-01-06 19:11:00+00:00;;;CRUAS 1;0.0;915.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089597_001;1;2023-01-07 15:01:00+00:00;;;PALUEL 3;884.0;1330.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00089539_002;2;2023-01-07 14:47:00+00:00;;;BUGEY 4;0.0;880.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089539_001;1;2023-01-06 14:56:00+00:00;;;BUGEY 4;0.0;880.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089540_002;2;2023-01-07 13:52:00+00:00;;;DAMPIERRE 4;312.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089540_001;1;2023-01-06 15:32:00+00:00;;;DAMPIERRE 4;520.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089549_001;1;2023-01-07 07:21:00+00:00;;;DAMPIERRE 3;780.0;890.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00089548_001;1;2023-01-06 22:21:00+00:00;;;PALUEL 2;1210.0;1330.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00089484_009;9;2023-01-06 18:27:00+00:00;;;BUGEY 5;870.0;880.0;EDF;FR;nuclear;;planned;Information Complémentaire;Inactif;RTE
-EDF-05470-EDF-T-00089484_008;8;2023-01-06 17:18:00+00:00;;;BUGEY 5;780.0;880.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089484_007;7;2023-01-06 15:47:00+00:00;;;BUGEY 5;680.0;880.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089484_006;6;2023-01-06 12:56:00+00:00;;;BUGEY 5;640.0;880.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089484_005;5;2023-01-06 12:01:00+00:00;;;BUGEY 5;640.0;880.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089484_004;4;2023-01-06 10:21:00+00:00;;;BUGEY 5;500.0;880.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089484_003;3;2023-01-06 09:07:00+00:00;;;BUGEY 5;340.0;880.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089484_002;2;2023-01-06 08:06:00+00:00;;;BUGEY 5;240.0;880.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089484_001;1;2023-01-06 06:36:00+00:00;;;BUGEY 5;140.0;880.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089483_003;3;2023-01-06 12:36:00+00:00;;;PALUEL 2;230.0;1330.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089483_002;2;2023-01-06 11:22:00+00:00;;;PALUEL 2;230.0;1330.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089483_001;1;2023-01-06 03:56:00+00:00;;;PALUEL 2;230.0;1330.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00088891_016;16;2023-01-06 03:01:00+00:00;;;BUGEY 5;0.0;880.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00088891_015;15;2023-01-06 00:21:00+00:00;;;BUGEY 5;0.0;880.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00088891_014;14;2023-01-05 19:41:00+00:00;;;BUGEY 5;0.0;880.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00088891_013;13;2023-01-05 09:24:00+00:00;;;BUGEY 5;0.0;880.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00088891_012;12;2023-01-04 09:16:00+00:00;;;BUGEY 5;0.0;880.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00088891_011;11;2023-01-03 09:05:00+00:00;;;BUGEY 5;0.0;880.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00088891_010;10;2023-01-01 11:03:00+00:00;;;BUGEY 5;0.0;880.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00088891_009;9;2023-01-01 03:13:00+00:00;;;BUGEY 5;0.0;880.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00088891_008;8;2022-12-31 15:54:00+00:00;;;BUGEY 5;0.0;880.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00088891_007;7;2022-12-31 08:28:00+00:00;;;BUGEY 5;0.0;880.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00088891_006;6;2022-12-31 08:26:00+00:00;;;BUGEY 5;0.0;880.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00088891_005;5;2022-12-31 05:31:00+00:00;;;BUGEY 5;0.0;880.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00088891_004;4;2022-12-29 14:35:00+00:00;;;BUGEY 5;0.0;880.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00088891_003;3;2022-12-29 08:00:00+00:00;;;BUGEY 5;0.0;880.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00088891_002;2;2022-12-29 03:43:00+00:00;;;BUGEY 5;0.0;880.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00088891_001;1;2022-12-28 10:36:00+00:00;;;BUGEY 5;0.0;880.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00089063_019;19;2023-01-05 05:36:00+00:00;;;DAMPIERRE 2;807.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Inactif;RTE
-EDF-05470-EDF-T-00089063_018;18;2023-01-04 20:26:00+00:00;;;DAMPIERRE 2;781.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089063_017;17;2023-01-03 18:18:00+00:00;;;DAMPIERRE 2;368.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089063_016;16;2023-01-03 13:33:00+00:00;;;DAMPIERRE 2;368.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089063_015;15;2023-01-03 09:22:00+00:00;;;DAMPIERRE 2;368.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089063_014;14;2023-01-03 01:12:00+00:00;;;DAMPIERRE 2;368.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089063_013;13;2023-01-02 15:05:00+00:00;;;DAMPIERRE 2;145.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089063_012;12;2023-01-02 12:40:00+00:00;;;DAMPIERRE 2;10.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089063_011;11;2023-01-02 11:55:00+00:00;;;DAMPIERRE 2;10.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089063_010;10;2023-01-02 10:04:00+00:00;;;DAMPIERRE 2;10.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089063_009;9;2023-01-02 02:03:00+00:00;;;DAMPIERRE 2;10.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089063_008;8;2023-01-01 17:56:00+00:00;;;DAMPIERRE 2;10.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089063_007;7;2023-01-01 13:28:00+00:00;;;DAMPIERRE 2;10.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089063_006;6;2023-01-01 08:05:00+00:00;;;DAMPIERRE 2;180.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089063_005;5;2023-01-01 04:38:00+00:00;;;DAMPIERRE 2;180.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089063_004;4;2022-12-31 11:26:00+00:00;;;DAMPIERRE 2;180.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089063_003;3;2022-12-31 08:17:00+00:00;;;DAMPIERRE 2;180.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089063_002;2;2022-12-31 06:56:00+00:00;;;DAMPIERRE 2;180.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00089063_001;1;2022-12-31 04:53:00+00:00;;;DAMPIERRE 2;10.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00088582_021;21;2023-01-05 04:31:00+00:00;;;ST ALBAN 2;1100.0;1335.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00088582_020;20;2023-01-04 20:36:00+00:00;;;ST ALBAN 2;940.0;1335.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00088582_019;19;2023-01-03 18:58:00+00:00;;;ST ALBAN 2;980.0;1335.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00088582_018;18;2023-01-03 18:43:00+00:00;;;ST ALBAN 2;980.0;1335.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00088582_017;17;2023-01-02 02:13:00+00:00;;;ST ALBAN 2;980.0;1335.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
