publication_id;version;publication_dt (UTC);outage_begin_dt (UTC);outage_end_dt (UTC);unit_name;available capacity (MW);nominal capacity (MW);producer_name;map_code;production_source;creation_dt (UTC);outage_type;outage_cause;outage_status;source
-EDF-05470-EDF-T-00193721_002;2;2025-01-01 12:22:06+00:00;;;NOGENT 2;350.0;1310.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Inactif;RTE
-EDF-05470-EDF-T-00193721_001;1;2025-01-01 09:02:07+00:00;;;NOGENT 2;350.0;1310.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193630_002;2;2025-01-01 09:31:06+00:00;;;BUGEY 5;0.0;880.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193630_001;1;2024-12-31 14:05:11+00:00;;;BUGEY 5;0.0;880.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193390_004;4;2025-01-01 09:30:07+00:00;;;BUGEY 5;0.0;880.0;EDF;FR;nuclear;;fortuitous;Défaillance;Inactif;RTE
-EDF-05470-EDF-T-00193390_003;3;2024-12-30 18:45:10+00:00;;;BUGEY 5;0.0;880.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00193390_002;2;2024-12-30 14:08:07+00:00;;;BUGEY 5;0.0;880.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193390_001;1;2024-12-30 14:03:08+00:00;;;BUGEY 5;200.0;880.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00193023_013;13;2025-01-01 03:06:08+00:00;;;BLAYAIS 3;825.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Inactif;RTE
-EDF-05470-EDF-T-00193023_012;12;2024-12-31 22:13:09+00:00;;;BLAYAIS 3;825.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193023_011;11;2024-12-31 17:17:07+00:00;;;BLAYAIS 3;825.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193023_010;10;2024-12-31 17:15:09+00:00;;;BLAYAIS 3;825.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193023_009;9;2024-12-31 08:16:06+00:00;;;BLAYAIS 3;825.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193023_008;8;2024-12-30 06:53:08+00:00;;;BLAYAIS 3;780.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193023_007;7;2024-12-29 14:58:08+00:00;;;BLAYAIS 3;460.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193023_006;6;2024-12-29 14:32:08+00:00;;;BLAYAIS 3;460.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193023_005;5;2024-12-29 11:08:07+00:00;;;BLAYAIS 3;362.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193023_004;4;2024-12-29 02:38:07+00:00;;;BLAYAIS 3;362.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193023_003;3;2024-12-28 21:08:08+00:00;;;BLAYAIS 3;362.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193023_002;2;2024-12-28 11:39:07+00:00;;;BLAYAIS 3;10.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193023_001;1;2024-12-28 10:29:07+00:00;;;BLAYAIS 3;10.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193534_005;5;2024-12-31 18:44:08+00:00;;;TRICASTIN 4;810.0;915.0;EDF;FR;nuclear;;fortuitous;Défaillance;Inactif;RTE
-EDF-05470-EDF-T-00193534_004;4;2024-12-31 13:12:08+00:00;;;TRICASTIN 4;810.0;915.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00193534_003;3;2024-12-31 12:51:07+00:00;;;TRICASTIN 4;810.0;915.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00193534_002;2;2024-12-31 11:46:08+00:00;;;TRICASTIN 4;717.0;915.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00193534_001;1;2024-12-31 09:48:08+00:00;;;TRICASTIN 4;717.0;915.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00193625_001;1;2024-12-31 13:46:09+00:00;;;CATTENOM 4;1140.0;1300.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00193598_001;1;2024-12-31 10:39:08+00:00;;;FLAMANVILLE 2;260.0;1330.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191174_008;8;2024-12-31 08:58:06+00:00;;;CATTENOM 4;0.0;1300.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00191174_007;7;2024-12-31 03:14:08+00:00;;;CATTENOM 4;0.0;1300.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00191174_006;6;2024-12-30 19:25:09+00:00;;;CATTENOM 4;0.0;1300.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00191174_005;5;2024-12-30 18:20:13+00:00;;;CATTENOM 4;0.0;1300.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00191174_004;4;2024-12-25 08:07:06+00:00;;;CATTENOM 4;0.0;1300.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00191174_003;3;2024-12-21 19:51:07+00:00;;;CATTENOM 4;0.0;1300.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00191174_002;2;2024-12-21 07:42:07+00:00;;;CATTENOM 4;0.0;1300.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00191174_001;1;2024-12-18 15:27:07+00:00;;;CATTENOM 4;0.0;1300.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00193201_004;4;2024-12-31 08:19:06+00:00;;;FLAMANVILLE 2;0.0;1330.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00193201_003;3;2024-12-30 10:36:09+00:00;;;FLAMANVILLE 2;0.0;1330.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00193201_002;2;2024-12-29 10:43:08+00:00;;;FLAMANVILLE 2;0.0;1330.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00193201_001;1;2024-12-29 10:38:07+00:00;;;FLAMANVILLE 2;0.0;1330.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193303_005;5;2024-12-30 21:46:08+00:00;;;BLAYAIS 1;660.0;910.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00193303_004;4;2024-12-30 16:25:08+00:00;;;BLAYAIS 1;660.0;910.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00193303_003;3;2024-12-30 11:27:07+00:00;;;BLAYAIS 1;660.0;910.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00193303_002;2;2024-12-30 09:42:50+00:00;;;BLAYAIS 1;660.0;910.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00193303_001;1;2024-12-30 09:32:06+00:00;;;BLAYAIS 1;650.0;910.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193375_001;1;2024-12-30 11:15:09+00:00;;;CHOOZ 1;370.0;1500.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193226_003;3;2024-12-30 06:45:06+00:00;;;PENLY 1;270.0;1330.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193226_002;2;2024-12-30 06:24:08+00:00;;;PENLY 1;270.0;1330.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193226_001;1;2024-12-29 15:06:08+00:00;;;PENLY 1;350.0;1330.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_024;24;2024-12-29 16:16:08+00:00;;;DAMPIERRE 4;780.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_023;23;2024-12-29 11:28:06+00:00;;;DAMPIERRE 4;765.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_022;22;2024-12-29 09:51:06+00:00;;;DAMPIERRE 4;720.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_021;21;2024-12-29 06:22:07+00:00;;;DAMPIERRE 4;720.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_020;20;2024-12-28 10:02:09+00:00;;;DAMPIERRE 4;765.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_019;19;2024-12-28 05:43:07+00:00;;;DAMPIERRE 4;765.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_018;18;2024-12-28 01:46:06+00:00;;;DAMPIERRE 4;771.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_017;17;2024-12-27 19:07:08+00:00;;;DAMPIERRE 4;771.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_016;16;2024-12-26 18:18:10+00:00;;;DAMPIERRE 4;781.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_015;15;2024-12-25 23:39:07+00:00;;;DAMPIERRE 4;717.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_014;14;2024-12-25 16:22:07+00:00;;;DAMPIERRE 4;585.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_013;13;2024-12-25 10:12:08+00:00;;;DAMPIERRE 4;480.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_012;12;2024-12-24 20:56:09+00:00;;;DAMPIERRE 4;350.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_011;11;2024-12-24 15:51:08+00:00;;;DAMPIERRE 4;350.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_010;10;2024-12-23 14:38:08+00:00;;;DAMPIERRE 4;350.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_009;9;2024-12-22 12:48:10+00:00;;;DAMPIERRE 4;315.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_008;8;2024-12-22 11:02:09+00:00;;;DAMPIERRE 4;181.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_007;7;2024-12-22 08:14:08+00:00;;;DAMPIERRE 4;25.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_006;6;2024-12-22 06:55:08+00:00;;;DAMPIERRE 4;25.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_005;5;2024-12-22 02:11:08+00:00;;;DAMPIERRE 4;25.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_004;4;2024-12-22 00:14:08+00:00;;;DAMPIERRE 4;25.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_003;3;2024-12-21 23:29:07+00:00;;;DAMPIERRE 4;25.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_002;2;2024-12-21 22:01:08+00:00;;;DAMPIERRE 4;25.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191751_001;1;2024-12-21 20:43:08+00:00;;;DAMPIERRE 4;10.0;890.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193218_002;2;2024-12-29 14:46:09+00:00;;;BLAYAIS 3;460.0;910.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00193218_001;1;2024-12-29 14:29:07+00:00;;;BLAYAIS 3;460.0;910.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00193049_002;2;2024-12-29 04:28:08+00:00;;;PENLY 1;350.0;1330.0;EDF;FR;nuclear;;planned;Information Complémentaire;Annulé;RTE
-EDF-05470-EDF-T-00193049_001;1;2024-12-28 18:02:07+00:00;;;PENLY 1;350.0;1330.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00192700_004;4;2024-12-28 11:38:09+00:00;;;BLAYAIS 3;0.0;910.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00192700_003;3;2024-12-28 10:17:06+00:00;;;BLAYAIS 3;0.0;910.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00192700_002;2;2024-12-27 13:17:09+00:00;;;BLAYAIS 3;0.0;910.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00192700_001;1;2024-12-26 19:20:06+00:00;;;BLAYAIS 3;0.0;910.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00192704_003;3;2024-12-28 10:36:07+00:00;;;BLAYAIS 3;10.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Annulé;RTE
-EDF-05470-EDF-T-00192704_002;2;2024-12-27 13:31:07+00:00;;;BLAYAIS 3;10.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00192704_001;1;2024-12-26 19:57:07+00:00;;;BLAYAIS 3;10.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00192672_003;3;2024-12-28 03:17:08+00:00;;;PENLY 1;350.0;1330.0;EDF;FR;nuclear;;planned;Information Complémentaire;Annulé;RTE
-EDF-05470-EDF-T-00192672_002;2;2024-12-27 07:32:07+00:00;;;PENLY 1;350.0;1330.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00192672_001;1;2024-12-26 12:03:11+00:00;;;PENLY 1;350.0;1330.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00192696_002;2;2024-12-27 08:47:06+00:00;;;BLAYAIS 4;600.0;910.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00192696_001;1;2024-12-26 17:53:08+00:00;;;BLAYAIS 4;644.0;910.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00192771_001;1;2024-12-27 07:35:09+00:00;;;CRUAS 2;788.0;915.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00192545_003;3;2024-12-26 19:48:07+00:00;;;BLAYAIS 3;367.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Inactif;RTE
-EDF-05470-EDF-T-00192545_002;2;2024-12-26 19:17:08+00:00;;;BLAYAIS 3;367.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00192545_001;1;2024-12-26 04:39:07+00:00;;;BLAYAIS 3;367.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00192701_001;1;2024-12-26 19:28:06+00:00;;;BLAYAIS 3;367.0;910.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00192360_006;6;2024-12-26 11:43:07+00:00;;;CHOOZ 1;200.0;1500.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00192360_005;5;2024-12-26 11:34:09+00:00;;;CHOOZ 1;100.0;1500.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00192360_004;4;2024-12-25 17:50:09+00:00;;;CHOOZ 1;250.0;1500.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00192360_003;3;2024-12-25 16:20:09+00:00;;;CHOOZ 1;250.0;1500.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00192360_002;2;2024-12-25 13:14:09+00:00;;;CHOOZ 1;250.0;1500.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00192360_001;1;2024-12-25 06:28:08+00:00;;;CHOOZ 1;250.0;1500.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00192551_001;1;2024-12-26 07:16:10+00:00;;;PALUEL 4;1220.0;1330.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00191578_005;5;2024-12-26 04:14:08+00:00;;;CHOOZ 2;0.0;1500.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00191578_004;4;2024-12-26 01:18:09+00:00;;;CHOOZ 2;0.0;1500.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00191578_003;3;2024-12-25 16:06:10+00:00;;;CHOOZ 2;0.0;1500.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00191578_002;2;2024-12-23 12:03:08+00:00;;;CHOOZ 2;0.0;1500.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00191578_001;1;2024-12-20 18:14:09+00:00;;;CHOOZ 2;0.0;1500.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00192537_002;2;2024-12-26 01:47:06+00:00;;;DAMPIERRE 4;713.0;890.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Inactif;RTE
-EDF-05470-EDF-T-00192537_001;1;2024-12-26 01:38:07+00:00;;;DAMPIERRE 4;713.0;890.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00053420_017;17;2024-12-26 00:13:07+00:00;;;BLAYAIS 3;0.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00053420_016;16;2024-12-25 20:54:09+00:00;;;BLAYAIS 3;0.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00053420_015;15;2024-12-25 03:31:09+00:00;;;BLAYAIS 3;0.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00053420_014;14;2024-12-25 00:42:07+00:00;;;BLAYAIS 3;0.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00053420_013;13;2024-12-24 16:32:08+00:00;;;BLAYAIS 3;0.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00053420_012;12;2024-12-23 16:16:08+00:00;;;BLAYAIS 3;0.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00053420_011;11;2024-12-16 09:35:09+00:00;;;BLAYAIS 3;0.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00053420_010;10;2024-12-13 06:28:08+00:00;;;BLAYAIS 3;0.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00053420_009;9;2024-04-04 13:32:00+00:00;;;BLAYAIS 3;0.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00053420_008;8;2023-07-21 15:29:00+00:00;;;BLAYAIS 3;0.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00053420_007;7;2023-06-27 10:06:00+00:00;;;BLAYAIS 3;0.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00053420_006;6;2023-03-31 16:54:00+00:00;;;BLAYAIS 3;0.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00053420_005;5;2022-12-16 23:44:00+00:00;;;BLAYAIS 3;0.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00053420_004;4;2022-09-22 08:21:00+00:00;;;BLAYAIS 3;0.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00053420_003;3;2022-08-05 14:27:00+00:00;;;BLAYAIS 3;0.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00053420_002;2;2022-07-29 17:42:00+00:00;;;BLAYAIS 3;0.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00053420_001;1;2021-06-01 00:36:00+00:00;;;BLAYAIS 3;0.0;910.0;EDF;FR;nuclear;;planned;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00192199_005;5;2024-12-25 19:31:08+00:00;;;PENLY 1;350.0;1330.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Annulé;RTE
-EDF-05470-EDF-T-00192199_004;4;2024-12-25 10:02:10+00:00;;;PENLY 1;350.0;1330.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00192199_003;3;2024-12-25 07:38:08+00:00;;;PENLY 1;250.0;1330.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00192199_002;2;2024-12-25 07:03:07+00:00;;;PENLY 1;250.0;1330.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00192199_001;1;2024-12-24 07:02:07+00:00;;;PENLY 1;230.0;1330.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00191960_010;10;2024-12-25 16:51:07+00:00;;;CHOOZ 1;1340.0;1500.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00191960_009;9;2024-12-25 06:30:07+00:00;;;CHOOZ 1;1340.0;1500.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00191960_008;8;2024-12-24 16:19:08+00:00;;;CHOOZ 1;1340.0;1500.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00191960_007;7;2024-12-24 10:05:09+00:00;;;CHOOZ 1;1340.0;1500.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00191960_006;6;2024-12-23 18:13:10+00:00;;;CHOOZ 1;1340.0;1500.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00191960_005;5;2024-12-23 06:28:07+00:00;;;CHOOZ 1;1340.0;1500.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00191960_004;4;2024-12-22 21:36:10+00:00;;;CHOOZ 1;1315.0;1500.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00191960_003;3;2024-12-22 19:41:08+00:00;;;CHOOZ 1;1316.0;1500.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
-EDF-05470-EDF-T-00191960_002;2;2024-12-22 19:33:09+00:00;;;CHOOZ 1;1316.0;1500.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191960_001;1;2024-12-22 18:44:08+00:00;;;CHOOZ 1;1316.0;1500.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00192488_001;1;2024-12-25 10:14:10+00:00;;;DAMPIERRE 4;480.0;890.0;EDF;FR;nuclear;;fortuitous;Information Complémentaire;Actif;RTE
-EDF-05470-EDF-T-00191980_006;6;2024-12-25 06:31:07+00:00;;;CHOOZ 1;250.0;1500.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Annulé;RTE
-EDF-05470-EDF-T-00191980_005;5;2024-12-24 16:21:09+00:00;;;CHOOZ 1;250.0;1500.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00191980_004;4;2024-12-24 10:06:08+00:00;;;CHOOZ 1;250.0;1500.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00191980_003;3;2024-12-23 18:14:06+00:00;;;CHOOZ 1;225.0;1500.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00191980_002;2;2024-12-23 06:25:07+00:00;;;CHOOZ 1;250.0;1500.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00191980_001;1;2024-12-22 22:02:07+00:00;;;CHOOZ 1;225.0;1500.0;EDF;FR;nuclear;;planned;Maintenance Prévue;Actif;RTE
-EDF-05470-EDF-T-00192338_004;4;2024-12-25 00:15:06+00:00;;;FLAMANVILLE 2;155.0;1330.0;EDF;FR;nuclear;;fortuitous;Défaillance;Inactif;RTE
-EDF-05470-EDF-T-00192338_003;3;2024-12-24 22:04:08+00:00;;;FLAMANVILLE 2;155.0;1330.0;EDF;FR;nuclear;;fortuitous;Défaillance;Actif;RTE
