date_publication_utc;message_id;version;statut;type_indisponibilite;producteur;nom_unite;site;code_eic;filiere;puissance_max_mw;puissance_dispo_min_mw;puissance_indispo_max_mw;cause
2023-09-05 13:06:00+00:00;-EDF-05470-EDF-T-00108574_004;4;Actif;Fortuite;EDF;DAMPIERRE 4;DAMPIERRE;17W100P100P0123T;Nucléaire;890;770;120;Défaillance
2022-05-29 23:17:00+00:00;-EDF-05470-EDF-T-00077466_004;4;Actif;Fortuite;EDF;TRICASTIN 4;TRICASTIN;17W100P100P0153K;Nucléaire;915;800;115;Information Complémentaire
2022-07-29 17:39:00+00:00;-EDF-05470-EDF-T-00051291_004;4;Actif;Planifiée;EDF;CHINON 4;CHINON;17W100P100P0109N;Nucléaire;905;0;905;Information Complémentaire
2020-02-17 11:33:00+00:00;-EDF-05470-EDF-T-00045698_004;4;Actif;Fortuite;EDF;CHINON 2;CHINON;17W100P100P0107R;Nucléaire;905;0;905;Information Complémentaire
2021-10-11 15:45:00+00:00;-EDF-05470-EDF-T-00062593_004;4;Actif;Planifiée;EDF;CRUAS 2;CRUAS;17W100P100P0116Q;Nucléaire;915;130;785;Information Complémentaire
2022-05-24 02:36:00+00:00;-EDF-05470-EDF-T-00077142_004;4;Annulé;Planifiée;EDF;BUGEY 5;BUGEY;17W100P100P01004;Nucléaire;880;702;178;Information Complémentaire
2024-07-29 01:08:00+00:00;-EDF-05470-EDF-T-00156608_004;4;Actif;Planifiée;EDF;BELLEVILLE 1;BELLEVILLE;17W100P100P0090I;Nucléaire;1310;770;540;Information Complémentaire
2024-08-01 07:38:00+00:00;-EDF-05470-EDF-T-00139990_004;4;Actif;Planifiée;EDF;BUGEY 5;BUGEY;17W100P100P01004;Nucléaire;880;25;855;Information Complémentaire
2020-09-11 14:52:00+00:00;-EDF-05470-EDF-T-00044901_004;4;Actif;Planifiée;EDF;TRICASTIN 2;TRICASTIN;17W100P100P0150Q;Nucléaire;915;0;915;Information Complémentaire
2023-04-14 18:41:00+00:00;-EDF-05470-EDF-T-00095652_004;4;Actif;Planifiée;EDF;GRAVELINES 6;GRAVELINES;17W100P100P0136K;Nucléaire;910;65;845;Maintenance Prévue
2022-07-16 22:13:00+00:00;-EDF-05470-EDF-T-00080035_004;4;Actif;Planifiée;EDF;CRUAS 2;CRUAS;17W100P100P0116Q;Nucléaire;915;0;915;Information Complémentaire
2020-08-14 19:14:00+00:00;-EDF-05470-EDF-T-00049166_004;4;Inactif;Fortuite;EDF;CHINON 1;CHINON;17W100P100P0106T;Nucléaire;905;0;905;Information Complémentaire
2024-05-23 09:41:00+00:00;-EDF-05470-EDF-T-00133224_004;4;Actif;Planifiée;EDF;CHOOZ 1;CHOOZ;17W100P100P01101;Nucléaire;1500;0;1500;Maintenance Prévue
2021-09-12 10:25:00+00:00;-EDF-05470-EDF-T-00060687_004;4;Actif;Planifiée;EDF;CRUAS 4;CRUAS;17W100P100P0119K;Nucléaire;915;450;465;Information Complémentaire
2022-02-27 23:24:00+00:00;-EDF-05470-EDF-T-00072570_004;4;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2021-02-02 20:14:00+00:00;-EDF-05470-EDF-T-00052551_004;4;Actif;Fortuite;EDF;CHINON 1;CHINON;17W100P100P0106T;Nucléaire;905;750;155;Information Complémentaire
2024-07-30 21:33:00+00:00;-EDF-05470-EDF-T-00157404_004;4;Actif;Fortuite;EDF;CHINON 4;CHINON;17W100P100P0109N;Nucléaire;905;764;141;Défaillance
2018-08-03 17:12:00+00:00;-EDF-05470-EDF-T-00023935_004;4;Actif;Planifiée;EDF;DAMPIERRE 4;DAMPIERRE;17W100P100P0123T;Nucléaire;890;0;890;Information Complémentaire
2020-01-25 21:29:00+00:00;-EDF-05470-EDF-T-00044482_004;4;Actif;Planifiée;EDF;BUGEY 5;BUGEY;17W100P100P01004;Nucléaire;880;0;880;Information Complémentaire
2020-10-14 23:23:00+00:00;-EDF-05470-EDF-T-00050368_004;4;Actif;Planifiée;EDF;PENLY 1;PENLY;17W100P100P0143N;Nucléaire;1330;475;855;Information Complémentaire
2022-05-29 23:22:00+00:00;-EDF-05470-EDF-T-00077470_004;4;Inactif;Planifiée;EDF;BELLEVILLE 2;BELLEVILLE;17W100P100P0091G;Nucléaire;1310;1170;140;Information Complémentaire
2022-07-07 09:36:00+00:00;-EDF-05470-EDF-T-00078090_004;4;Actif;Planifiée;EDF;GRAVELINES 6;GRAVELINES;17W100P100P0136K;Nucléaire;910;473;437;Information Complémentaire
2021-11-18 05:52:00+00:00;-EDF-05470-EDF-T-00065275_004;4;Actif;Planifiée;EDF;CIVAUX 2;CIVAUX;17W100P100P0114U;Nucléaire;1495;0;1495;Information Complémentaire
2023-04-11 12:26:00+00:00;-EDF-05470-EDF-T-00096532_004;4;Inactif;Fortuite;EDF;NOGENT 1;NOGENT;17W100P100P0137I;Nucléaire;1310;0;1310;Défaillance
2021-07-17 10:13:00+00:00;-EDF-05470-EDF-T-00057223_004;4;Inactif;Fortuite;EDF;PENLY 2;PENLY;17W100P100P0144L;Nucléaire;1330;1220;110;Information Complémentaire
2023-08-28 05:31:00+00:00;-EDF-05470-EDF-T-00107738_004;4;Actif;Fortuite;EDF;FLAMANVILLE 2;FLAMANVILLE;17W100P100P0127L;Nucléaire;1330;615;715;Défaillance
2024-05-13 04:36:00+00:00;-EDF-05470-EDF-T-00133517_004;4;Actif;Fortuite;EDF;DAMPIERRE 2;DAMPIERRE;17W100P100P0121X;Nucléaire;890;0;890;Information Complémentaire
2019-01-25 15:59:00+00:00;-EDF-05470-EDF-T-00024697_004;4;Actif;Planifiée;EDF;ST LAURENT 2;ST LAURENT;17W100P100P0148D;Nucléaire;915;0;915;Information Complémentaire
2022-02-19 18:55:00+00:00;-EDF-05470-EDF-T-00072412_004;4;Actif;Fortuite;EDF;GRAVELINES 3;GRAVELINES;17W100P100P0132S;Nucléaire;910;0;910;Information Complémentaire
2023-04-10 20:11:00+00:00;-EDF-05470-EDF-T-00096423_004;4;Actif;Fortuite;EDF;NOGENT 1;NOGENT;17W100P100P0137I;Nucléaire;1310;0;1310;Information Complémentaire
2024-11-20 11:26:07+00:00;-EDF-05470-EDF-T-00185598_004;4;Actif;Planifiée;EDF;CATTENOM 2;CATTENOM;17W100P100P0103Z;Nucléaire;1300;530;770;Information Complémentaire
2020-04-16 09:05:00+00:00;-EDF-05470-EDF-T-00046752_004;4;Actif;Planifiée;EDF;ST LAURENT 2;ST LAURENT;17W100P100P0148D;Nucléaire;915;425;490;Information Complémentaire
2017-03-29 13:02:00+00:00;-EDF-05470-EDF-T-00016671_004;4;Actif;Planifiée;EDF;FLAMANVILLE 2;FLAMANVILLE;17W100P100P0127L;Nucléaire;1330;0;1330;Information Complémentaire
2021-09-28 19:45:00+00:00;-EDF-05470-EDF-T-00061801_004;4;Actif;Planifiée;EDF;PALUEL 1;PALUEL;17W100P100P0139E;Nucléaire;1330;1220;110;Information Complémentaire
2024-08-25 18:46:00+00:00;-EDF-05470-EDF-T-00167568_004;4;Actif;Planifiée;EDF;CATTENOM 1;CATTENOM;17W100P100P01012;Nucléaire;1300;1195;105;Maintenance Prévue
2021-10-17 08:26:00+00:00;-EDF-05470-EDF-T-00062770_004;4;Actif;Planifiée;EDF;PALUEL 1;PALUEL;17W100P100P0139E;Nucléaire;1330;1150;180;Information Complémentaire
2021-07-16 16:08:00+00:00;-EDF-05470-EDF-T-00057104_004;4;Actif;Planifiée;EDF;GRAVELINES 3;GRAVELINES;17W100P100P0132S;Nucléaire;910;0;910;Information Complémentaire
2020-04-30 23:26:00+00:00;-EDF-05470-EDF-T-00047192_004;4;Actif;Planifiée;EDF;ST LAURENT 2;ST LAURENT;17W100P100P0148D;Nucléaire;915;0;915;Information Complémentaire
2024-08-03 02:28:00+00:00;-EDF-05470-EDF-T-00157823_004;4;Actif;Fortuite;EDF;PALUEL 4;PALUEL;17W100P100P0142P;Nucléaire;1330;1230;100;Défaillance
2023-09-06 03:36:00+00:00;-EDF-05470-EDF-T-00108623_004;4;Actif;Planifiée;EDF;TRICASTIN 2;TRICASTIN;17W100P100P0150Q;Nucléaire;915;383;532;Information Complémentaire
2022-02-20 09:05:00+00:00;-EDF-05470-EDF-T-00072220_004;4;Actif;Planifiée;EDF;BLAYAIS 3;BLAYAIS;17W100P100P0094A;Nucléaire;910;0;910;Information Complémentaire
2020-08-14 21:14:00+00:00;-EDF-05470-EDF-T-00048011_004;4;Actif;Planifiée;EDF;CHINON 1;CHINON;17W100P100P0106T;Nucléaire;905;60;845;Information Complémentaire
2024-08-25 21:31:00+00:00;-EDF-05470-EDF-T-00168819_004;4;Inactif;Planifiée;EDF;CATTENOM 4;CATTENOM;17W100P100P0105V;Nucléaire;1300;580;720;Maintenance Prévue
2020-11-27 12:15:00+00:00;-EDF-05470-EDF-T-00046604_004;4;Actif;Planifiée;EDF;PENLY 1;PENLY;17W100P100P0143N;Nucléaire;1330;0;1330;Information Complémentaire
2020-09-09 16:36:00+00:00;-EDF-05470-EDF-T-00049606_004;4;Actif;Planifiée;EDF;CRUAS 1;CRUAS;17W100P100P0115S;Nucléaire;915;515;400;Information Complémentaire
2024-08-25 05:01:00+00:00;-EDF-05470-EDF-T-00167621_004;4;Actif;Planifiée;EDF;BELLEVILLE 1;BELLEVILLE;17W100P100P0090I;Nucléaire;1310;1205;105;Maintenance Prévue
2022-05-19 15:31:00+00:00;-EDF-05470-EDF-T-00076866_004;4;Actif;Planifiée;EDF;BUGEY 2;BUGEY;17W100P100P00966;Nucléaire;910;160;750;Information Complémentaire
2021-01-27 06:52:00+00:00;-EDF-05470-EDF-T-00052377_004;4;Actif;Planifiée;EDF;BELLEVILLE 1;BELLEVILLE;17W100P100P0090I;Nucléaire;1310;530;780;Information Complémentaire
2024-08-26 03:06:00+00:00;-EDF-05470-EDF-T-00168508_004;4;Actif;Fortuite;EDF;TRICASTIN 4;TRICASTIN;17W100P100P0153K;Nucléaire;915;316;599;Défaillance
2024-05-16 03:01:00+00:00;-EDF-05470-EDF-T-00133226_004;4;Actif;Planifiée;EDF;CHOOZ 1;CHOOZ;17W100P100P01101;Nucléaire;1500;317;1183;Information Complémentaire
2020-05-22 22:31:00+00:00;-EDF-05470-EDF-T-00046764_004;4;Actif;Planifiée;EDF;TRICASTIN 1;TRICASTIN;17W100P100P0149B;Nucléaire;915;0;915;Information Complémentaire
2020-09-02 07:06:00+00:00;-EDF-05470-EDF-T-00049373_004;4;Actif;Fortuite;EDF;CATTENOM 4;CATTENOM;17W100P100P0105V;Nucléaire;1300;780;520;Information Complémentaire
2020-05-11 18:25:00+00:00;-EDF-05470-EDF-T-00038439_004;4;Actif;Planifiée;EDF;ST ALBAN 2;ST ALBAN;17W100P100P0146H;Nucléaire;1335;0;1335;Information Complémentaire
2022-07-15 10:32:00+00:00;-EDF-05470-EDF-T-00079907_004;4;Actif;Planifiée;EDF;GOLFECH 2;GOLFECH;17W100P100P0129H;Nucléaire;1310;300;1010;Information Complémentaire
2023-09-04 02:31:00+00:00;-EDF-05470-EDF-T-00108479_004;4;Actif;Planifiée;EDF;CATTENOM 1;CATTENOM;17W100P100P01012;Nucléaire;1300;1190;110;Maintenance Prévue
2019-10-01 08:51:00+00:00;-EDF-05470-EDF-T-00035685_004;4;Actif;Planifiée;EDF;FLAMANVILLE 2;FLAMANVILLE;17W100P100P0127L;Nucléaire;1330;0;1330;Information Complémentaire
2022-05-29 20:27:00+00:00;-EDF-05470-EDF-T-00069155_004;4;Actif;Planifiée;EDF;BELLEVILLE 2;BELLEVILLE;17W100P100P0091G;Nucléaire;1310;0;1310;Information Complémentaire
2023-01-01 11:49:00+00:00;-EDF-05470-EDF-T-00089133_004;4;Actif;Planifiée;EDF;FLAMANVILLE 2;FLAMANVILLE;17W100P100P0127L;Nucléaire;1330;1306;24;Information Complémentaire
2023-03-09 10:16:00+00:00;-EDF-05470-EDF-T-00093559_004;4;Actif;Fortuite;EDF;BUGEY 4;BUGEY;17W100P100P00982;Nucléaire;880;730;150;Défaillance
2021-06-01 18:12:00+00:00;-EDF-05470-EDF-T-00054321_004;4;Actif;Fortuite;EDF;ST LAURENT 1;ST LAURENT;17W100P100P0147F;Nucléaire;915;0;915;Information Complémentaire
2023-04-26 01:01:00+00:00;-EDF-05470-EDF-T-00097178_004;4;Actif;Planifiée;EDF;PALUEL 2;PALUEL;17W100P100P0140T;Nucléaire;1330;0;1330;Information Complémentaire
2020-05-24 13:41:00+00:00;-EDF-05470-EDF-T-00047627_004;4;Actif;Planifiée;EDF;PALUEL 1;PALUEL;17W100P100P0139E;Nucléaire;1330;0;1330;Information Complémentaire
2020-04-16 02:44:00+00:00;-EDF-05470-EDF-T-00046396_004;4;Actif;Planifiée;EDF;ST ALBAN 1;ST ALBAN;17W100P100P0145J;Nucléaire;1335;1090;245;Information Complémentaire
2023-04-23 16:06:00+00:00;-EDF-05470-EDF-T-00096104_004;4;Actif;Planifiée;EDF;BUGEY 4;BUGEY;17W100P100P00982;Nucléaire;880;0;880;Maintenance Prévue
2021-08-15 16:04:00+00:00;-EDF-05470-EDF-T-00057803_004;4;Actif;Planifiée;EDF;FLAMANVILLE 1;FLAMANVILLE;17W100P100P0126N;Nucléaire;1330;600;730;Information Complémentaire
2020-07-27 17:31:00+00:00;-EDF-05470-EDF-T-00048669_004;4;Actif;Fortuite;EDF;PALUEL 4;PALUEL;17W100P100P0142P;Nucléaire;1330;0;1330;Information Complémentaire
2020-06-23 07:50:00+00:00;-EDF-05470-EDF-T-00048053_004;4;Actif;Fortuite;EDF;BELLEVILLE 2;BELLEVILLE;17W100P100P0091G;Nucléaire;1310;0;1310;Information Complémentaire
2022-03-12 18:01:00+00:00;-EDF-05470-EDF-T-00073409_004;4;Actif;Fortuite;EDF;NOGENT 2;NOGENT;17W100P100P0138G;Nucléaire;1310;0;1310;Information Complémentaire
2020-05-19 01:00:00+00:00;-EDF-05470-EDF-T-00047557_004;4;Actif;Planifiée;EDF;BUGEY 5;BUGEY;17W100P100P01004;Nucléaire;880;775;105;Information Complémentaire
2024-11-24 15:06:08+00:00;-EDF-05470-EDF-T-00186318_004;4;Actif;Planifiée;EDF;CATTENOM 4;CATTENOM;17W100P100P0105V;Nucléaire;1300;0;1300;Information Complémentaire
2021-08-13 05:29:00+00:00;-EDF-05470-EDF-T-00058772_004;4;Actif;Planifiée;EDF;BLAYAIS 3;BLAYAIS;17W100P100P0094A;Nucléaire;910;0;910;Information Complémentaire
2023-08-12 22:16:00+00:00;-EDF-05470-EDF-T-00105860_004;4;Actif;Planifiée;EDF;CHOOZ 1;CHOOZ;17W100P100P01101;Nucléaire;1500;760;740;Maintenance Prévue
2021-06-19 00:34:00+00:00;-EDF-05470-EDF-T-00054686_004;4;Inactif;Planifiée;EDF;PALUEL 4;PALUEL;17W100P100P0142P;Nucléaire;1330;0;1330;Information Complémentaire
2023-04-07 08:01:00+00:00;-EDF-05470-EDF-T-00045415_004;4;Actif;Planifiée;EDF;DAMPIERRE 4;DAMPIERRE;17W100P100P0123T;Nucléaire;890;0;890;Information Complémentaire
2022-12-28 15:04:00+00:00;-EDF-05470-EDF-T-00088508_004;4;Actif;Planifiée;EDF;TRICASTIN 4;TRICASTIN;17W100P100P0153K;Nucléaire;915;0;915;Information Complémentaire
2021-07-10 08:42:00+00:00;-EDF-05470-EDF-T-00056783_004;4;Actif;Planifiée;EDF;ST ALBAN 1;ST ALBAN;17W100P100P0145J;Nucléaire;1335;0;1335;Information Complémentaire
2024-11-24 15:03:07+00:00;-EDF-05470-EDF-T-00186310_004;4;Actif;Planifiée;EDF;DAMPIERRE 3;DAMPIERRE;17W100P100P0122V;Nucléaire;890;0;890;Information Complémentaire
2021-10-10 12:40:00+00:00;-EDF-05470-EDF-T-00062055_004;4;Actif;Planifiée;EDF;CHINON 4;CHINON;17W100P100P0109N;Nucléaire;905;0;905;Information Complémentaire
2021-08-13 05:39:00+00:00;-EDF-05470-EDF-T-00058882_004;4;Actif;Planifiée;EDF;CIVAUX 2;CIVAUX;17W100P100P0114U;Nucléaire;1495;307;1188;Information Complémentaire
2018-08-03 20:06:00+00:00;-EDF-05470-EDF-T-00024680_004;4;Actif;Planifiée;EDF;CATTENOM 1;CATTENOM;17W100P100P01012;Nucléaire;1300;0;1300;Information Complémentaire
2020-10-30 12:32:00+00:00;-EDF-05470-EDF-T-00050574_004;4;Actif;Fortuite;EDF;BUGEY 4;BUGEY;17W100P100P00982;Nucléaire;880;0;880;Information Complémentaire
2020-08-11 21:50:00+00:00;-EDF-05470-EDF-T-00049085_004;4;Actif;Fortuite;EDF;BLAYAIS 2;BLAYAIS;17W100P100P0093C;Nucléaire;910;660;250;Information Complémentaire
2024-11-07 11:31:08+00:00;-EDF-05470-EDF-T-00182363_004;4;Actif;Planifiée;EDF;BUGEY 3;BUGEY;17W100P100P00974;Nucléaire;910;0;910;Maintenance Prévue
2020-06-23 06:20:00+00:00;-EDF-05470-EDF-T-00048056_004;4;Actif;Planifiée;EDF;BELLEVILLE 2;BELLEVILLE;17W100P100P0091G;Nucléaire;1310;675;635;Information Complémentaire
2021-08-14 17:04:00+00:00;-EDF-05470-EDF-T-00058817_004;4;Actif;Planifiée;EDF;PALUEL 4;PALUEL;17W100P100P0142P;Nucléaire;1330;0;1330;Information Complémentaire
2021-01-28 03:01:00+00:00;-EDF-05470-EDF-T-00052302_004;4;Actif;Planifiée;EDF;PALUEL 1;PALUEL;17W100P100P0139E;Nucléaire;1330;0;1330;Information Complémentaire
2023-01-15 00:49:00+00:00;-EDF-05470-EDF-T-00089969_004;4;Inactif;Fortuite;EDF;ST ALBAN 2;ST ALBAN;17W100P100P0146H;Nucléaire;1335;940;395;Défaillance
2020-05-18 10:45:00+00:00;-EDF-05470-EDF-T-00047561_004;4;Inactif;Fortuite;EDF;CHINON 2;CHINON;17W100P100P0107R;Nucléaire;905;0;905;Information Complémentaire
2021-07-06 09:10:00+00:00;-EDF-05470-EDF-T-00054451_004;4;Actif;Planifiée;EDF;GRAVELINES 5;GRAVELINES;17W100P100P0135M;Nucléaire;910;0;910;Information Complémentaire
2020-09-18 07:36:00+00:00;-EDF-05470-EDF-T-00049838_004;4;Actif;Planifiée;EDF;CIVAUX 1;CIVAUX;17W100P100P0113W;Nucléaire;1495;0;1495;Information Complémentaire
2021-07-19 17:23:00+00:00;-EDF-05470-EDF-T-00057358_004;4;Actif;Planifiée;EDF;BLAYAIS 3;BLAYAIS;17W100P100P0094A;Nucléaire;910;380;530;Information Complémentaire
2023-01-15 00:47:00+00:00;-EDF-05470-EDF-T-00089770_004;4;Actif;Planifiée;EDF;PALUEL 4;PALUEL;17W100P100P0142P;Nucléaire;1330;560;770;Maintenance Prévue
2023-01-04 14:11:00+00:00;-EDF-05470-EDF-T-00058458_004;4;Actif;Planifiée;EDF;CATTENOM 2;CATTENOM;17W100P100P0103Z;Nucléaire;1300;0;1300;Information Complémentaire
2020-01-09 21:58:00+00:00;-EDF-05470-EDF-T-00044009_004;4;Actif;Fortuite;EDF;GRAVELINES 1;GRAVELINES;17W100P100P0130W;Nucléaire;910;185;725;Information Complémentaire
2022-07-07 15:11:00+00:00;-EDF-05470-EDF-T-00078748_004;4;Actif;Planifiée;EDF;CATTENOM 2;CATTENOM;17W100P100P0103Z;Nucléaire;1300;0;1300;Information Complémentaire
2024-05-27 08:41:00+00:00;-EDF-05470-EDF-T-00135065_004;4;Actif;Planifiée;EDF;CHINON 4;CHINON;17W100P100P0109N;Nucléaire;905;181;724;Information Complémentaire
2020-01-07 06:57:00+00:00;-EDF-05470-EDF-T-00043943_004;4;Actif;Planifiée;EDF;PENLY 2;PENLY;17W100P100P0144L;Nucléaire;1330;542;788;Information Complémentaire
2019-01-25 16:18:00+00:00;-EDF-05470-EDF-T-00030278_004;4;Actif;Planifiée;EDF;CRUAS 4;CRUAS;17W100P100P0119K;Nucléaire;915;0;915;Information Complémentaire
2022-03-31 23:15:00+00:00;-EDF-05470-EDF-T-00074306_004;4;Actif;Planifiée;EDF;CHINON 1;CHINON;17W100P100P0106T;Nucléaire;905;0;905;Information Complémentaire
2023-08-11 03:26:00+00:00;-EDF-05470-EDF-T-00105857_004;4;Actif;Planifiée;EDF;CATTENOM 3;CATTENOM;17W100P100P0104X;Nucléaire;1300;1195;105;Maintenance Prévue
2023-01-06 10:21:00+00:00;-EDF-05470-EDF-T-00089484_004;4;Actif;Planifiée;EDF;BUGEY 5;BUGEY;17W100P100P01004;Nucléaire;880;500;380;Information Complémentaire
2020-05-24 20:26:00+00:00;-EDF-05470-EDF-T-00047605_004;4;Inactif;Planifiée;EDF;CHINON 2;CHINON;17W100P100P0107R;Nucléaire;905;0;905;Information Complémentaire
2020-06-27 06:57:00+00:00;-EDF-05470-EDF-T-00048089_004;4;Actif;Planifiée;EDF;CRUAS 4;CRUAS;17W100P100P0119K;Nucléaire;915;780;135;Information Complémentaire
2024-06-02 15:26:00+00:00;-EDF-05470-EDF-T-00135261_004;4;Actif;Planifiée;EDF;CATTENOM 3;CATTENOM;17W100P100P0104X;Nucléaire;1300;0;1300;Maintenance Prévue
2024-11-21 21:07:07+00:00;-EDF-05470-EDF-T-00185964_004;4;Actif;Fortuite;EDF;CATTENOM 2;CATTENOM;17W100P100P0103Z;Nucléaire;1300;470;830;Information Complémentaire
2021-08-16 21:16:00+00:00;-EDF-05470-EDF-T-00059120_004;4;Actif;Fortuite;EDF;PALUEL 4;PALUEL;17W100P100P0142P;Nucléaire;1330;1170;160;Information Complémentaire
2023-04-22 12:51:00+00:00;-EDF-05470-EDF-T-00097220_004;4;Actif;Planifiée;EDF;TRICASTIN 4;TRICASTIN;17W100P100P0153K;Nucléaire;915;300;615;Maintenance Prévue
2022-07-10 16:30:00+00:00;-EDF-05470-EDF-T-00079599_004;4;Actif;Planifiée;EDF;BLAYAIS 2;BLAYAIS;17W100P100P0093C;Nucléaire;910;0;910;Information Complémentaire
2023-08-12 15:11:00+00:00;-EDF-05470-EDF-T-00106054_004;4;Actif;Planifiée;EDF;PENLY 1;PENLY;17W100P100P0143N;Nucléaire;1330;0;1330;Maintenance Prévue
2020-01-24 21:13:00+00:00;-EDF-05470-EDF-T-00044524_004;4;Actif;Fortuite;EDF;GRAVELINES 3;GRAVELINES;17W100P100P0132S;Nucléaire;910;260;650;Information Complémentaire
2021-09-28 13:02:00+00:00;-EDF-05470-EDF-T-00061737_004;4;Actif;Planifiée;EDF;CRUAS 4;CRUAS;17W100P100P0119K;Nucléaire;915;420;495;Information Complémentaire
2022-03-26 18:39:00+00:00;-EDF-05470-EDF-T-00074128_004;4;Actif;Planifiée;EDF;CRUAS 2;CRUAS;17W100P100P0116Q;Nucléaire;915;445;470;Information Complémentaire
2023-08-14 09:57:00+00:00;-EDF-05470-EDF-T-00106414_004;4;Actif;Fortuite;EDF;CIVAUX 1;CIVAUX;17W100P100P0113W;Nucléaire;1495;660;835;Défaillance
2022-07-10 10:21:00+00:00;-EDF-05470-EDF-T-00079630_004;4;Inactif;Planifiée;EDF;BELLEVILLE 1;BELLEVILLE;17W100P100P0090I;Nucléaire;1310;1200;110;Information Complémentaire
2021-10-04 06:07:00+00:00;-EDF-05470-EDF-T-00062008_004;4;Actif;Planifiée;EDF;CRUAS 3;CRUAS;17W100P100P0118M;Nucléaire;915;360;555;Information Complémentaire
2022-09-22 07:57:00+00:00;-EDF-05470-EDF-T-00051300_004;4;Actif;Planifiée;EDF;CRUAS 4;CRUAS;17W100P100P0119K;Nucléaire;915;0;915;Information Complémentaire
2020-09-17 10:11:00+00:00;-EDF-05470-EDF-T-00049801_004;4;Actif;Planifiée;EDF;CIVAUX 1;CIVAUX;17W100P100P0113W;Nucléaire;1495;570;925;Information Complémentaire
2024-07-17 11:21:00+00:00;-EDF-05470-EDF-T-00151190_004;4;Actif;Fortuite;EDF;NOGENT 1;NOGENT;17W100P100P0137I;Nucléaire;1310;1040;270;Défaillance
2023-01-08 12:51:00+00:00;-EDF-05470-EDF-T-00089604_004;4;Actif;Planifiée;EDF;FLAMANVILLE 2;FLAMANVILLE;17W100P100P0127L;Nucléaire;1330;650;680;Maintenance Prévue
2024-11-10 16:52:06+00:00;-EDF-05470-EDF-T-00177081_004;4;Actif;Planifiée;EDF;ST ALBAN 2;ST ALBAN;17W100P100P0146H;Nucléaire;1335;0;1335;Maintenance Prévue
2020-05-24 13:21:00+00:00;-EDF-05470-EDF-T-00047634_004;4;Actif;Planifiée;EDF;CATTENOM 1;CATTENOM;17W100P100P01012;Nucléaire;1300;0;1300;Information Complémentaire
2021-08-16 02:54:00+00:00;-EDF-05470-EDF-T-00058311_004;4;Actif;Planifiée;EDF;BUGEY 4;BUGEY;17W100P100P00982;Nucléaire;880;0;880;Information Complémentaire
2022-07-09 08:26:00+00:00;-EDF-05470-EDF-T-00079675_004;4;Actif;Fortuite;EDF;CATTENOM 2;CATTENOM;17W100P100P0103Z;Nucléaire;1300;610;690;Information Complémentaire
2023-04-15 08:17:00+00:00;-EDF-05470-EDF-T-00096619_004;4;Actif;Planifiée;EDF;CATTENOM 3;CATTENOM;17W100P100P0104X;Nucléaire;1300;540;760;Information Complémentaire
2021-07-21 08:05:00+00:00;-EDF-05470-EDF-T-00056842_004;4;Actif;Planifiée;EDF;ST ALBAN 2;ST ALBAN;17W100P100P0146H;Nucléaire;1335;0;1335;Information Complémentaire
2020-11-15 10:31:00+00:00;-EDF-05470-EDF-T-00050945_004;4;Actif;Planifiée;EDF;TRICASTIN 1;TRICASTIN;17W100P100P0149B;Nucléaire;915;365;550;Information Complémentaire
2024-11-21 10:53:08+00:00;-EDF-05470-EDF-T-00185597_004;4;Annulé;Planifiée;EDF;BELLEVILLE 1;BELLEVILLE;17W100P100P0090I;Nucléaire;1310;1200;110;Maintenance Prévue
2023-08-13 17:36:00+00:00;-EDF-05470-EDF-T-00104966_004;4;Actif;Planifiée;EDF;BUGEY 4;BUGEY;17W100P100P00982;Nucléaire;880;0;880;Information Complémentaire
2021-08-14 02:26:00+00:00;-EDF-05470-EDF-T-00058830_004;4;Actif;Fortuite;EDF;CATTENOM 1;CATTENOM;17W100P100P01012;Nucléaire;1300;1170;130;Information Complémentaire
2020-08-12 17:16:00+00:00;-EDF-05470-EDF-T-00049038_004;4;Actif;Planifiée;EDF;PALUEL 4;PALUEL;17W100P100P0142P;Nucléaire;1330;1210;120;Information Complémentaire
2020-10-14 14:42:00+00:00;-EDF-05470-EDF-T-00050354_004;4;Actif;Fortuite;EDF;DAMPIERRE 2;DAMPIERRE;17W100P100P0121X;Nucléaire;890;620;270;Information Complémentaire
2024-11-19 19:19:07+00:00;-EDF-05470-EDF-T-00185586_004;4;Actif;Planifiée;EDF;ST LAURENT 2;ST LAURENT;17W100P100P0148D;Nucléaire;915;356;559;Information Complémentaire
2020-09-16 23:46:00+00:00;-EDF-05470-EDF-T-00049809_004;4;Actif;Planifiée;EDF;DAMPIERRE 2;DAMPIERRE;17W100P100P0121X;Nucléaire;890;175;715;Information Complémentaire
2024-11-10 21:13:08+00:00;-EDF-05470-EDF-T-00183879_004;4;Actif;Fortuite;EDF;CATTENOM 4;CATTENOM;17W100P100P0105V;Nucléaire;1300;170;1130;Défaillance
2023-01-19 21:57:00+00:00;-EDF-05470-EDF-T-00090242_004;4;Actif;Fortuite;EDF;PALUEL 2;PALUEL;17W100P100P0140T;Nucléaire;1330;705;625;Information Complémentaire
2021-07-11 05:40:00+00:00;-EDF-05470-EDF-T-00056768_004;4;Actif;Planifiée;EDF;BLAYAIS 2;BLAYAIS;17W100P100P0093C;Nucléaire;910;787;123;Information Complémentaire
