date_publication_utc;message_id;version;statut;type_indisponibilite;producteur;nom_unite;site;code_eic;filiere;puissance_max_mw;puissance_dispo_min_mw;puissance_indispo_max_mw;cause
2023-06-19 17:06:00+00:00;-EDF-05470-EDF-T-00038383_180;180;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-06-19 14:56:00+00:00;-EDF-05470-EDF-T-00038383_179;179;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-06-19 12:57:00+00:00;-EDF-05470-EDF-T-00038383_178;178;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-06-19 12:36:00+00:00;-EDF-05470-EDF-T-00038383_177;177;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-06-19 08:01:00+00:00;-EDF-05470-EDF-T-00038383_176;176;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-06-18 09:46:00+00:00;-EDF-05470-EDF-T-00038383_175;175;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-06-18 06:51:00+00:00;-EDF-05470-EDF-T-00038383_174;174;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-06-14 10:43:00+00:00;-EDF-05470-EDF-T-00038383_173;173;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-06-06 09:16:00+00:00;-EDF-05470-EDF-T-00038383_172;172;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-05-23 11:36:00+00:00;-EDF-05470-EDF-T-00038383_171;171;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-05-11 18:46:00+00:00;-EDF-05470-EDF-T-00038383_170;170;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-28 11:51:00+00:00;-EDF-05470-EDF-T-00038383_169;169;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-27 11:47:00+00:00;-EDF-05470-EDF-T-00038383_168;168;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-26 10:28:00+00:00;-EDF-05470-EDF-T-00038383_167;167;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-25 07:36:00+00:00;-EDF-05470-EDF-T-00038383_166;166;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-24 09:51:00+00:00;-EDF-05470-EDF-T-00038383_165;165;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-23 09:36:00+00:00;-EDF-05470-EDF-T-00038383_164;164;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-22 10:26:00+00:00;-EDF-05470-EDF-T-00038383_163;163;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-21 11:07:00+00:00;-EDF-05470-EDF-T-00038383_162;162;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-20 12:47:00+00:00;-EDF-05470-EDF-T-00038383_161;161;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-19 10:56:00+00:00;-EDF-05470-EDF-T-00038383_160;160;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-18 10:08:00+00:00;-EDF-05470-EDF-T-00038383_159;159;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-17 10:52:00+00:00;-EDF-05470-EDF-T-00038383_158;158;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-16 07:36:00+00:00;-EDF-05470-EDF-T-00038383_157;157;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-15 16:46:00+00:00;-EDF-05470-EDF-T-00038383_156;156;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-14 14:02:00+00:00;-EDF-05470-EDF-T-00038383_155;155;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-13 17:57:00+00:00;-EDF-05470-EDF-T-00038383_154;154;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-12 10:31:00+00:00;-EDF-05470-EDF-T-00038383_153;153;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-11 16:26:00+00:00;-EDF-05470-EDF-T-00038383_152;152;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-10 09:03:00+00:00;-EDF-05470-EDF-T-00038383_151;151;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-09 10:52:00+00:00;-EDF-05470-EDF-T-00038383_150;150;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-08 09:46:00+00:00;-EDF-05470-EDF-T-00038383_149;149;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-07 11:25:00+00:00;-EDF-05470-EDF-T-00038383_148;148;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-06 12:10:00+00:00;-EDF-05470-EDF-T-00038383_147;147;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-05 12:26:00+00:00;-EDF-05470-EDF-T-00038383_146;146;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-04 10:15:00+00:00;-EDF-05470-EDF-T-00038383_145;145;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-03 10:11:00+00:00;-EDF-05470-EDF-T-00038383_144;144;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-02 12:17:00+00:00;-EDF-05470-EDF-T-00038383_143;143;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-01 11:47:00+00:00;-EDF-05470-EDF-T-00038383_142;142;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-31 09:58:00+00:00;-EDF-05470-EDF-T-00038383_141;141;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-30 12:10:00+00:00;-EDF-05470-EDF-T-00038383_140;140;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-29 09:56:00+00:00;-EDF-05470-EDF-T-00038383_139;139;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-28 09:46:00+00:00;-EDF-05470-EDF-T-00038383_138;138;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-27 09:36:00+00:00;-EDF-05470-EDF-T-00038383_137;137;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-26 09:51:00+00:00;-EDF-05470-EDF-T-00038383_136;136;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-25 12:56:00+00:00;-EDF-05470-EDF-T-00038383_135;135;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-24 11:36:00+00:00;-EDF-05470-EDF-T-00038383_134;134;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-23 09:56:00+00:00;-EDF-05470-EDF-T-00038383_133;133;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-22 12:53:00+00:00;-EDF-05470-EDF-T-00038383_132;132;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-21 10:46:00+00:00;-EDF-05470-EDF-T-00038383_131;131;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-20 11:56:00+00:00;-EDF-05470-EDF-T-00038383_130;130;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-19 09:01:00+00:00;-EDF-05470-EDF-T-00038383_129;129;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-18 08:21:00+00:00;-EDF-05470-EDF-T-00038383_128;128;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-17 13:01:00+00:00;-EDF-05470-EDF-T-00038383_127;127;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-16 15:36:00+00:00;-EDF-05470-EDF-T-00038383_126;126;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-15 13:51:00+00:00;-EDF-05470-EDF-T-00038383_125;125;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-14 13:41:00+00:00;-EDF-05470-EDF-T-00038383_124;124;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-13 14:01:00+00:00;-EDF-05470-EDF-T-00038383_123;123;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-12 14:51:00+00:00;-EDF-05470-EDF-T-00038383_122;122;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-10 13:47:00+00:00;-EDF-05470-EDF-T-00038383_121;121;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-03-03 08:51:00+00:00;-EDF-05470-EDF-T-00038383_120;120;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-02-25 11:26:00+00:00;-EDF-05470-EDF-T-00038383_119;119;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-02-08 15:56:00+00:00;-EDF-05470-EDF-T-00038383_118;118;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-01-21 13:57:00+00:00;-EDF-05470-EDF-T-00038383_117;117;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-15 18:31:00+00:00;-EDF-05470-EDF-T-00091789_116;116;Inactif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2023-01-13 07:37:00+00:00;-EDF-05470-EDF-T-00038383_116;116;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-15 17:36:00+00:00;-EDF-05470-EDF-T-00091789_115;115;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2023-01-13 07:33:00+00:00;-EDF-05470-EDF-T-00038383_115;115;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-15 13:56:00+00:00;-EDF-05470-EDF-T-00091789_114;114;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-12-19 14:54:00+00:00;-EDF-05470-EDF-T-00038383_114;114;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2022-12-16 23:04:00+00:00;-EDF-05470-EDF-T-00038383_113;113;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-15 11:12:00+00:00;-EDF-05470-EDF-T-00091789_113;113;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2023-04-15 10:01:00+00:00;-EDF-05470-EDF-T-00091789_112;112;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-09-22 08:17:00+00:00;-EDF-05470-EDF-T-00038383_112;112;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2022-07-30 20:48:00+00:00;-EDF-05470-EDF-T-00038383_111;111;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-15 07:46:00+00:00;-EDF-05470-EDF-T-00091789_111;111;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2023-04-15 05:21:00+00:00;-EDF-05470-EDF-T-00091789_110;110;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-07-29 17:53:00+00:00;-EDF-05470-EDF-T-00038383_110;110;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-15 01:51:00+00:00;-EDF-05470-EDF-T-00091789_109;109;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-07-27 08:01:00+00:00;-EDF-05470-EDF-T-00038383_109;109;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-14 22:21:00+00:00;-EDF-05470-EDF-T-00091789_108;108;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-07-25 21:30:00+00:00;-EDF-05470-EDF-T-00038383_108;108;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-14 16:56:00+00:00;-EDF-05470-EDF-T-00091789_107;107;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-07-25 12:44:00+00:00;-EDF-05470-EDF-T-00038383_107;107;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-14 06:41:00+00:00;-EDF-05470-EDF-T-00091789_106;106;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-07-25 05:20:00+00:00;-EDF-05470-EDF-T-00038383_106;106;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-13 08:21:00+00:00;-EDF-05470-EDF-T-00091789_105;105;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-07-24 19:58:00+00:00;-EDF-05470-EDF-T-00038383_105;105;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2022-07-24 13:08:00+00:00;-EDF-05470-EDF-T-00038383_104;104;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-07 19:46:00+00:00;-EDF-05470-EDF-T-00091789_104;104;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-07-24 04:58:00+00:00;-EDF-05470-EDF-T-00038383_103;103;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-06 08:27:00+00:00;-EDF-05470-EDF-T-00091789_103;103;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-07-23 20:08:00+00:00;-EDF-05470-EDF-T-00038383_102;102;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-05 21:41:00+00:00;-EDF-05470-EDF-T-00091789_102;102;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-07-23 12:37:00+00:00;-EDF-05470-EDF-T-00038383_101;101;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-05 15:46:00+00:00;-EDF-05470-EDF-T-00091789_101;101;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-07-23 05:02:00+00:00;-EDF-05470-EDF-T-00038383_100;100;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-05 07:46:00+00:00;-EDF-05470-EDF-T-00091789_100;100;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-07-22 20:33:00+00:00;-EDF-05470-EDF-T-00038383_099;99;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-04 21:41:00+00:00;-EDF-05470-EDF-T-00091789_099;99;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2023-04-04 17:56:00+00:00;-EDF-05470-EDF-T-00091789_098;98;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-07-22 18:22:00+00:00;-EDF-05470-EDF-T-00038383_098;98;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2022-05-31 01:35:00+00:00;-EDF-05470-EDF-T-00076043_097;97;Actif;Planifiée;EDF;BUGEY 5;BUGEY;17W100P100P01004;Nucléaire;880;760;120;Information Complémentaire
2022-07-22 05:17:00+00:00;-EDF-05470-EDF-T-00038383_097;97;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-04 09:01:00+00:00;-EDF-05470-EDF-T-00091789_097;97;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2023-04-04 03:21:00+00:00;-EDF-05470-EDF-T-00091789_096;96;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-07-21 20:21:00+00:00;-EDF-05470-EDF-T-00038383_096;96;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2022-05-30 02:27:00+00:00;-EDF-05470-EDF-T-00076043_096;96;Actif;Planifiée;EDF;BUGEY 5;BUGEY;17W100P100P01004;Nucléaire;880;720;160;Information Complémentaire
2022-07-21 13:41:00+00:00;-EDF-05470-EDF-T-00038383_095;95;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-03 20:41:00+00:00;-EDF-05470-EDF-T-00091789_095;95;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-05-29 07:38:00+00:00;-EDF-05470-EDF-T-00076043_095;95;Actif;Planifiée;EDF;BUGEY 5;BUGEY;17W100P100P01004;Nucléaire;880;719;161;Information Complémentaire
2022-05-29 03:03:00+00:00;-EDF-05470-EDF-T-00076043_094;94;Actif;Planifiée;EDF;BUGEY 5;BUGEY;17W100P100P01004;Nucléaire;880;645;235;Information Complémentaire
2023-04-03 14:23:00+00:00;-EDF-05470-EDF-T-00091789_094;94;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-07-21 05:11:00+00:00;-EDF-05470-EDF-T-00038383_094;94;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-03 08:41:00+00:00;-EDF-05470-EDF-T-00091789_093;93;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-05-28 15:23:00+00:00;-EDF-05470-EDF-T-00076043_093;93;Actif;Planifiée;EDF;BUGEY 5;BUGEY;17W100P100P01004;Nucléaire;880;700;180;Information Complémentaire
2022-07-20 21:07:00+00:00;-EDF-05470-EDF-T-00038383_093;93;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-02 20:08:00+00:00;-EDF-05470-EDF-T-00091789_092;92;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-05-28 03:08:00+00:00;-EDF-05470-EDF-T-00076043_092;92;Actif;Planifiée;EDF;BUGEY 5;BUGEY;17W100P100P01004;Nucléaire;880;610;270;Information Complémentaire
2022-07-20 14:40:00+00:00;-EDF-05470-EDF-T-00038383_092;92;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2022-05-27 13:18:00+00:00;-EDF-05470-EDF-T-00076043_091;91;Actif;Planifiée;EDF;BUGEY 5;BUGEY;17W100P100P01004;Nucléaire;880;468;412;Information Complémentaire
2022-07-20 05:33:00+00:00;-EDF-05470-EDF-T-00038383_091;91;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-02 13:26:00+00:00;-EDF-05470-EDF-T-00091789_091;91;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2023-04-02 06:36:00+00:00;-EDF-05470-EDF-T-00091789_090;90;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-07-19 20:53:00+00:00;-EDF-05470-EDF-T-00038383_090;90;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2022-05-27 08:18:00+00:00;-EDF-05470-EDF-T-00076043_090;90;Actif;Planifiée;EDF;BUGEY 5;BUGEY;17W100P100P01004;Nucléaire;880;495;385;Information Complémentaire
2022-05-27 08:13:00+00:00;-EDF-05470-EDF-T-00076043_089;89;Actif;Planifiée;EDF;BUGEY 5;BUGEY;17W100P100P01004;Nucléaire;880;605;275;Information Complémentaire
2022-07-19 13:08:00+00:00;-EDF-05470-EDF-T-00038383_089;89;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2023-04-01 20:36:00+00:00;-EDF-05470-EDF-T-00091789_089;89;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-05-26 20:38:00+00:00;-EDF-05470-EDF-T-00076043_088;88;Actif;Planifiée;EDF;BUGEY 5;BUGEY;17W100P100P01004;Nucléaire;880;605;275;Information Complémentaire
2023-04-01 14:06:00+00:00;-EDF-05470-EDF-T-00091789_088;88;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
2022-07-19 05:02:00+00:00;-EDF-05470-EDF-T-00038383_088;88;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2022-07-18 20:52:00+00:00;-EDF-05470-EDF-T-00038383_087;87;Actif;Planifiée;EDF;BLAYAIS 1;BLAYAIS;17W100P100P0092E;Nucléaire;910;0;910;Information Complémentaire
2022-05-26 15:03:00+00:00;-EDF-05470-EDF-T-00076043_087;87;Actif;Planifiée;EDF;BUGEY 5;BUGEY;17W100P100P01004;Nucléaire;880;655;225;Information Complémentaire
2023-04-01 06:21:00+00:00;-EDF-05470-EDF-T-00091789_087;87;Actif;Fortuite;EDF;CHOOZ 2;CHOOZ;17W100P100P0112Y;Nucléaire;1500;0;1500;Information Complémentaire
